sinal,horizonte,r2_oos_pct,p_full
StockIQ-tamanho_1D,1,0.00508638366067959,0.255927869965616
StockIQ-tamanho_1D,3,0.00393079228823146,0.324161379953465
StockIQ-momentum_1D,1,0.00325346075558119,0.230015826132109
StockIQ-momentum_1D,3,0.0237147409904437,0.0897625946838951
