sinal,horizonte,n_meses,spread_pp,t_fm,p_fm
CIO+E[FIT] combinado,1,24,1.46643449777586,2.29352549065584,0.0312885623627866
CIO+E[FIT] combinado,2,23,0.436438625912343,0.471506033608971,0.641921891519962
CIO+E[FIT] combinado,3,22,1.03100182071282,1.49600095073383,0.149531677199991
CIO+E[FIT] combinado,6,19,0.679316380025709,1.0339952354004,0.314831484661627
