ticker,ym,retorno,pred,media_ingenua,refit_em,melhor_iter,quintil
AALR3,202001,0.175206681679283,0.021549241617322,0.0118452449102615,202001,272,5
ABCB4,202001,0.079305301623485,-0.000322488893289119,0.0118452449102615,202001,272,1
ABEV3,202001,-0.0486578086404291,0.00786614790558815,0.0118452449102615,202001,272,3
AGRO3,202001,0.181556086937808,0.00290774065069854,0.0118452449102615,202001,272,2
ALPA3,202001,0.141315468893932,0.0197473485022783,0.0118452449102615,202001,272,5
ALPA4,202001,0.182642396338216,0.00272302934899926,0.0118452449102615,202001,272,2
ALUP11,202001,0.0337236424971639,0.00668916897848249,0.0118452449102615,202001,272,3
AMAR3,202001,0.428260779505118,0.00718663120642304,0.0118452449102615,202001,272,3
ANIM3,202001,0.194546397008777,-0.00660020811483264,0.0118452449102615,202001,272,1
APER3,202001,0.200800533689126,-0.000859786639921367,0.0118452449102615,202001,272,1
ARZZ3,202001,0.152698671006238,-0.000910019502043724,0.0118452449102615,202001,272,1
AZEV4,202001,0.261467828382157,0.000162935073603876,0.0118452449102615,202001,272,1
AZUL4,202001,-0.00854700854700863,0.00779681419953704,0.0118452449102615,202001,272,3
B3SA3,202001,0.0701950799024818,0.023078877478838,0.0118452449102615,202001,272,5
BBAS3,202001,0.0218715803999936,0.00914960820227861,0.0118452449102615,202001,272,4
BBDC3,202001,0.0278864781464139,0.0075884354300797,0.0118452449102615,202001,272,3
BBDC4,202001,0.0151726135315833,0.0107241664081812,0.0118452449102615,202001,272,4
BBRK3,202001,0.428571428571429,0.000852108292747289,0.0118452449102615,202001,272,1
BBSE3,202001,0.068410646567092,0.00705626932904124,0.0118452449102615,202001,272,3
BEEF11,202001,0.679586563307494,0.0169627275317907,0.0118452449102615,202001,272,5
BEEF3,202001,0.542138372851235,0.0265862587839365,0.0118452449102615,202001,272,5
BIDI4,202001,-0.118035882908404,0.00906116049736738,0.0118452449102615,202001,272,4
BKBR3,202001,0.0441501103752759,-0.00772858783602715,0.0118452449102615,202001,272,1
BPAC11,202001,0.24286570724277,0.0115727260708809,0.0118452449102615,202001,272,4
BPAN4,202001,0.0634249471458774,0.0136081082746387,0.0118452449102615,202001,272,5
BRAP3,202001,-0.017777947462601,0.0138139417394996,0.0118452449102615,202001,272,5
BRAP4,202001,0.0240052517377678,0.00953546911478043,0.0118452449102615,202001,272,4
BRDT3,202001,0.259187620889749,0.00773594668135047,0.0118452449102615,202001,272,3
BRFS3,202001,0.284956925115971,0.0230228304862976,0.0118452449102615,202001,272,5
BRGE3,202001,0.336633663366337,-0.00452897977083921,0.0118452449102615,202001,272,1
BRIV3,202001,-0.0506329113924051,0.02260279096663,0.0118452449102615,202001,272,5
BRKM5,202001,0.227642303945452,0.0041524488478899,0.0118452449102615,202001,272,2
BRML3,202001,0.00601202404809609,0.00317194266244769,0.0118452449102615,202001,272,2
BRPR3,202001,-0.0458515257851925,0.00585459778085351,0.0118452449102615,202001,272,3
BRSR3,202001,-0.000690043910271054,0.0183623358607292,0.0118452449102615,202001,272,5
BRSR6,202001,0.0511317786724075,0.00862579699605703,0.0118452449102615,202001,272,4
BTOW3,202001,0.526041666666667,0.00934614147990942,0.0118452449102615,202001,272,4
CAML3,202001,0.047496934817796,0.00266476906836033,0.0118452449102615,202001,272,2
CCPR3,202001,0.0705454545454547,0.00504595180973411,0.0118452449102615,202001,272,2
CCRO3,202001,0.0528559249786871,0.00667893700301647,0.0118452449102615,202001,272,3
CESP3,202001,0.0240143369175627,0.0182101242244244,0.0118452449102615,202001,272,5
CESP6,202001,0.0476190476190477,0.00928596127778292,0.0118452449102615,202001,272,4
CGRA4,202001,-0.0242282386297066,0.00468730414286256,0.0118452449102615,202001,272,2
CIEL3,202001,-0.0855855855855857,-0.00396799249574542,0.0118452449102615,202001,272,1
CLSC4,202001,-0.169788058030119,-0.00126847380306572,0.0118452449102615,202001,272,1
CMIG3,202001,0.0685085339505533,0.0166413430124521,0.0118452449102615,202001,272,5
CMIG4,202001,0.0684627311740265,0.00968137290328741,0.0118452449102615,202001,272,4
COCE5,202001,0.0672686633772248,0.0147492438554764,0.0118452449102615,202001,272,5
COGN3,202001,0.385000099916596,0.00401532184332609,0.0118452449102615,202001,272,2
CPFE3,202001,0.0807590193188765,0.00412754062563181,0.0118452449102615,202001,272,2
CPLE3,202001,-0.0887289684591087,0.00352865224704146,0.0118452449102615,202001,272,2
CPLE6,202001,0.016822429906542,0.00579023407772183,0.0118452449102615,202001,272,3
CPRE3,202001,0.0154320987654322,0.0195486191660166,0.0118452449102615,202001,272,5
CRDE3,202001,-0.334778837814397,-0.00153251457959414,0.0118452449102615,202001,272,1
CRFB3,202001,-0.0305380513814832,-0.00553668010979891,0.0118452449102615,202001,272,1
CRIV3,202001,0.125813449023861,0.023729469627142,0.0118452449102615,202001,272,5
