ticker,hhi_posse,ret_crash,ret_recup,vol_pos_crash,quintil_hhi
TIMP3,0.0230331243556254,-0.257313432835821,0.081993569131833,0.0758507377867406,2
TOTS3,0.0200956428051831,-0.37468180546763,0.861373304428881,0.10145162275891,2
TRIS3,0.0158031552240047,-0.55521474098619,0.735875199387341,0.183594736752559,1
TRPL4,0.0663554104044329,-0.145495495495496,0.465998945703743,0.0587544330997869,4
TUPY3,0.0484055653597166,-0.472880664139678,0.598322845872833,0.105236851716409,3
UCAS3,0.0891278841710261,-0.264419577300121,0.131026111284061,0.116312426483744,4
UGPA3,0.0188586034133529,-0.497663210744418,0.894652904411538,0.120363052628593,2
UNIP3,0.0983619249821884,-0.224806063281731,0.684925973860575,0.110627085803709,4
UNIP6,0.0511517980910676,-0.266055168457082,1.22097438791641,0.138491185708964,3
USIM3,0.181743688455034,-0.44931771592348,1.79942034708511,0.115992144617203,5
USIM5,0.0121252994216504,-0.489096530709255,1.99716052775735,0.112460493699308,1
VALE3,0.00503730029583308,-0.140242416963689,1.107949941507,0.0946652340230643,1
VIVA3,0.0160575619027181,-0.498887774135459,0.875109236363478,0.0854740953379185,1
VIVT3,0.091275026046425,-0.0308076357603335,-0.0141248632249023,0.0697088262687445,4
VIVT4,0.0241789830352424,-0.16736824381209,-0.0831142568250757,0.0733273661725622,2
VLID3,0.0538727738712648,-0.472965296426359,0.0140386400924419,0.161376094021297,3
VULC3,0.0857939477048387,-0.522300621492889,0.963144828077736,0.0836690256023581,4
VVAR3,0.0112427751315756,-0.622857142857143,2.06060606060606,0.275618760221445,1
WEGE3,0.0128166454540834,-0.144507526545497,1.26456881909363,0.126887072244956,1
WIZS3,0.12472922006822,-0.422535211267605,-0.108647450110864,0.0762180630114865,5
YDUQ3,0.0208712850158239,-0.579396690208068,0.512880488176342,0.227715266123537,2
