sinal,horizonte,n_meses,spread_medio_pp,t_fm,p_fm
CIO peer momentum,1,54,2.34573715552869,2.16094971357506,0.0352380895199516
CIO peer momentum,3,54,0.710277841105417,0.604060876858922,0.54838022875906
CIO peer momentum,6,51,0.554591388355883,0.658342037603759,0.513338481392472
CIO peer momentum,12,48,0.702348567041967,0.57067580967289,0.570937944722992
