ticker,ym,stock_iq,n_fundos
CSMG3,201703,-0.000960127545889111,743
CSNA3,201703,-9.03523483540459e-05,750
CVCB3,201703,0.00045667080023559,806
CYRE3,201703,-0.00147597079721609,801
DIRR3,201703,-8.43687348042401e-06,500
ECOR3,201703,-0.000958285571816342,800
EGIE3,201703,-0.000739788524553961,760
ELET3,201703,-0.00084301571781428,854
ELET6,201703,-0.000164299343726797,657
ELPL4,201703,9.65448154264539e-05,465
EMBR3,201703,-0.000480782065487297,799
ENBR3,201703,-0.00173714713819985,814
ENGI11,201703,0.000389481851792121,753
EQTL3,201703,0.00368314356275934,1061
ESTC3,201703,-3.99063275717321e-06,755
EVEN3,201703,-6.44496217364627e-05,569
EZTC3,201703,-0.00117674247274686,625
FIBR3,201703,-0.000728388987905523,817
GFSA3,201703,8.05221591119886e-06,496
GGBR3,201703,-0.000109128670479128,494
GGBR4,201703,-0.00081728118093731,919
GOAU3,201703,-6.49829546350783e-06,285
GOAU4,201703,-0.00141943143909562,834
HGTX3,201703,-8.03104318691312e-05,519
HYPE3,201703,3.11866581475374e-05,903
IDNT3,201703,-0.000314322721157534,218
IGTA3,201703,-0.000860157076990996,816
ITSA4,201703,0.00299252915811702,1019
ITUB3,201703,-0.000639192080784822,366
ITUB4,201703,0.00490207109486981,1063
JBSS3,201703,-0.000621104168702004,820
KLBN11,201703,-0.000904753465659027,894
KROT3,201703,-0.00123086043127638,869
LAME3,201703,-0.00172178301194015,560
LAME4,201703,0.00122386147856013,966
LIGT3,201703,-0.00100529205636876,649
LPSB3,201703,-0.000502856691214529,189
LREN3,201703,-0.000529739660201208,957
MAGG3,201703,-2.84715691012046e-05,459
MEAL3,201703,0.00022118266289267,465
MRFG3,201703,-0.000139685337429294,635
MRVE3,201703,-0.00144898680189733,861
MULT3,201703,-0.00127215902463423,902
MYPK3,201703,-0.000638371862582001,569
NATU3,201703,-9.28949814126471e-05,747
ODPV3,201703,1.586949987536e-05,396
OIBR4,201703,3.95394257368945e-06,229
PCAR4,201703,-0.00123999897719827,836
PETR3,201703,0.000189646228313771,852
PETR4,201703,0.00329336264833088,1094
POMO4,201703,-0.000149127281958975,472
PSSA3,201703,-3.79170146213796e-05,488
QUAL3,201703,-0.000953382862717871,856
RADL3,201703,-0.00150882075643492,883
RAIL3,201703,-0.000142355262671532,878
RAPT3,201703,3.14741273269248e-06,232
RAPT4,201703,-9.94416125003909e-05,531
RENT3,201703,-0.00122892037892012,862
SANB11,201703,-0.000958850450839548,788
SAPR4,201703,0.000249496590495882,788
SBSP3,201703,-0.000301206968148409,913
SEER3,201703,-0.000379184252678654,596
SLCE3,201703,5.1360511561117e-05,435
SMLE3,201703,-0.000940122352880476,836
SMTO3,201703,-0.000643501401220267,718
SULA11,201703,5.73063120196739e-05,512
SUZB5,201703,-0.000863408144013586,831
TAEE11,201703,-0.000783652806324361,585
TCSA3,201703,-5.34714116833367e-05,456
TECN3,201703,-0.000169597395598035,328
TIET11,201703,1.05067549778177e-05,558
TIMP3,201703,-0.00163453665576926,783
TRPL4,201703,-0.00131928909123272,717
TUPY3,201703,-0.000715707627443248,570
UGPA3,201703,0.0011695909828278,936
USIM5,201703,0.00015473317083927,636
VALE3,201703,0.000480135315014901,865
VALE5,201703,0.00136538760243645,953
VIVT3,201703,-0.000234705019863848,538
VIVT4,201703,0.000421144500727099,938
VLID3,201703,-0.000426260210654513,519
VVAR11,201703,-7.47501925159819e-05,396
WEGE3,201703,-0.0014709155135321,803
ABEV3,201704,0.00142816089940855,885
ALSC3,201704,9.61435539554894e-05,624
ALUP11,201704,-0.000359827536134722,748
BBAS3,201704,0.00136406598214251,930
BBDC3,201704,-0.00085279135971226,738
BBDC4,201704,0.0057842769822373,1044
BBSE3,201704,0.00130766183629172,908
BBTG11,201704,0.000359655275561737,434
BEEF3,201704,-0.000337205985667238,608
BRAP4,201704,0.000765220672570729,906
BRFS3,201704,0.000249642181414989,917
BRKM5,201704,-0.000831323894853277,854
BRML3,201704,-0.000656437883776605,911
BRPR3,201704,0.000215284772567537,458
BRSR6,201704,-0.000118249388090976,673
BTOW3,201704,-0.000639310083179967,601
BVMF3,201704,0.00298893708314553,1118
CCRO3,201704,-0.000726618692333248,852
CESP6,201704,-0.00116354522658115,829
CIEL3,201704,-0.000135203129501617,895
CLSC4,201704,-1.68283206401814e-05,247
CMIG3,201704,-0.00011930995098955,268
CMIG4,201704,-0.00189866168548278,827
CPFE3,201704,0.00248243054450764,804
CPLE3,201704,0.000213780485125089,483
CPLE6,201704,-0.000180610830534353,774
CRDE3,201704,-0.000517321240403606,186
CSAN3,201704,-0.0004359424250305,878
CSMG3,201704,-0.000815536942282578,692
CSNA3,201704,-5.39692507440596e-05,692
CVCB3,201704,0.000862002970622635,872
CYRE3,201704,-0.00137174998031809,787
DIRR3,201704,-0.000111821378316459,495
ECOR3,201704,-0.00109998550094888,766
EGIE3,201704,-0.000589739622283019,714
ELET3,201704,-0.000545363814519786,841
ELET6,201704,-0.000124146024954617,789
ELPL4,201704,7.19116513699517e-05,496
EMBR3,201704,-0.000369937573236767,749
ENBR3,201704,-0.00102466179993214,778
ENGI11,201704,0.000119762594409363,763
EQTL3,201704,0.00206943368112906,1068
ESTC3,201704,-0.000513441406201246,787
EVEN3,201704,-0.000185310180605757,477
EZTC3,201704,-0.000933016018628081,663
FIBR3,201704,-0.000571217453573886,811
FLRY3,201704,-3.66095636078953e-05,651
GFSA3,201704,-6.3251669822614e-05,502
GGBR3,201704,0.000123944634929924,498
GGBR4,201704,-0.00125343859396326,881
GOAU3,201704,-1.23008709536292e-06,218
GOAU4,201704,-0.000933983383009152,860
GOLL4,201704,-3.46482551720323e-05,399
HGTX3,201704,3.94328811936901e-05,582
HYPE3,201704,0.000193586063382112,919
IDNT3,201704,-0.000119195380599597,217
IGTA3,201704,-0.000811900404786691,838
ITSA4,201704,0.00252852790913806,1016
ITUB3,201704,-0.000789452433343884,378
ITUB4,201704,0.0039159400500719,1090
JBSS3,201704,-0.00142875647131055,824
KLBN11,201704,-0.000830007586865041,838
KROT3,201704,-0.000859405826263205,848
LAME3,201704,-0.00165421731078184,580
LAME4,201704,0.00113077398241739,983
LIGT3,201704,-0.000870046636205915,748
LPSB3,201704,-9.09138645282457e-05,328
LREN3,201704,-0.000462172805992769,971
MAGG3,201704,-4.92142300923123e-05,472
