sinal,horizonte,n_meses,spread_pp,t_fm,p_fm
StockIQ-tamanho_1D,1,24,0.298524164812293,0.329304816913826,0.744905337646871
StockIQ-tamanho_1D,3,24,0.589821745427658,1.01087651892662,0.322592591906004
StockIQ-momentum_1D,1,23,-0.408139938841076,-0.404037284903004,0.690086069390346
StockIQ-momentum_1D,3,23,1.65142860640777,1.06660106200996,0.297717672261849
