sinal,horizonte,r2_oos_pct,p_full
Crowding (HHI posse),1,-0.0127118192555953,0.554168977890354
Crowding (HHI posse),3,-0.00439805760943379,0.850087288860791
Crowding (HHI posse),6,-0.00960468479302978,0.633324740158916
