alvo,coef,t_cluster,p_cluster,n
ret_evento,-0.0239574618508718,-0.574457965622682,0.565810650273453,851
ret_pos3,-0.0357712747534456,-0.878046697600696,0.380167669082217,851
vol_pos6,0.0576022016597115,5.66475319051349,2.01790317174991e-08,851
