sinal,horizonte,n_meses,n_min_grupo_mes,spread_pp,sharpe,t_fm,p_fm,sig_bonferroni
"COMPOSTO(IC-weighted,all8)",1,24,51,1.16517389759897,0.572864329391798,0.810152504025648,0.426155842512033,FALSE
"COMPOSTO(IC-weighted,so fortes)",1,24,46,1.0519236310605,0.501798287585809,0.709649943879446,0.485054113921263,FALSE
"COMPOSTO(IC-weighted,all8)",3,22,51,0.199157790134892,0.1119779582975,0.151618872280269,0.88093468013094,FALSE
"COMPOSTO(IC-weighted,so fortes)",3,22,37,-0.401039500681338,-0.218388588969763,-0.295699547320768,0.770363657005832,FALSE
"COMPOSTO(IC-weighted,all8)",6,19,49,1.35545423920409,0.959734946569577,1.20763999139062,0.242814879054832,FALSE
"COMPOSTO(IC-weighted,so fortes)",6,19,43,1.43222390423717,1.00305307919182,1.26214744628113,0.223004969622518,FALSE
