j,ym,i,cio,n_fundos_i,n_fundos_j
EZTC3,202001,DTEX3,0.732012089653474,607,740
EZTC3,202001,EGIE3,0.784177354676573,864,740
EZTC3,202001,ENGI11,0.939096062655446,796,740
EZTC3,202002,CCPR3,0.916642750094773,565,760
EZTC3,202002,CEAB3,0.911753235177365,545,760
EZTC3,202002,COGN3,0.788249602544275,940,760
EZTC3,202002,CRFB3,0.708122890815648,848,760
EZTC3,202002,DTEX3,0.81397061224942,629,760
EZTC3,202002,ENGI11,0.915501383139567,812,760
EZTC3,202003,CCPR3,0.857556476816904,551,771
EZTC3,202003,CCRO3,0.745577295418255,898,771
EZTC3,202003,CEAB3,0.820343981812628,572,771
EZTC3,202003,CRFB3,0.738249336122228,844,771
EZTC3,202003,DTEX3,0.786825597798422,580,771
EZTC3,202003,ENGI11,0.876700732570858,777,771
EZTC3,202004,CCPR3,0.830204851295498,523,746
EZTC3,202004,CCRO3,0.707929613989561,951,746
EZTC3,202004,CEAB3,0.819466635004175,636,746
EZTC3,202004,CRFB3,0.705411654887578,906,746
EZTC3,202004,DTEX3,0.76817306962607,583,746
EZTC3,202004,ENGI11,0.857853314127857,839,746
EZTC3,202005,CCPR3,0.848923511963184,505,720
EZTC3,202005,CCRO3,0.79756842392639,942,720
EZTC3,202005,CEAB3,0.823193379208901,616,720
EZTC3,202005,DTEX3,0.772932885095358,581,720
EZTC3,202005,ENGI11,0.819541178901992,1020,720
EZTC3,202006,CCPR3,0.825980443045052,507,694
EZTC3,202006,CCRO3,0.801980007127072,972,694
EZTC3,202006,CEAB3,0.784153204510164,636,694
EZTC3,202006,DTEX3,0.716024298862053,583,694
EZTC3,202006,ENGI11,0.798866787881919,1049,694
EZTC3,202007,CCPR3,0.843634676376203,515,724
EZTC3,202007,CCRO3,0.795161390577864,966,724
EZTC3,202007,CEAB3,0.801016585384262,621,724
EZTC3,202007,CRFB3,0.78985897745527,940,724
EZTC3,202007,ENGI11,0.849591091811517,996,724
EZTC3,202008,CCPR3,0.831241023017686,505,686
EZTC3,202008,CEAB3,0.780576729586491,654,686
EZTC3,202008,CRFB3,0.737457968661066,995,686
EZTC3,202008,ENGI11,0.865350874991944,1027,686
EZTC3,202009,CCPR3,0.811496583079457,505,741
EZTC3,202009,CEAB3,0.755750617642036,591,741
EZTC3,202009,CRFB3,0.775701655219269,959,741
EZTC3,202009,ENGI11,0.843284929680922,1007,741
EZTC3,202010,CCPR3,0.853945330159355,509,1019
EZTC3,202010,CEAB3,0.783844048912359,583,1019
EZTC3,202010,CURY3,0.838975511139345,573,1019
EZTC3,202010,ENGI11,0.734192521841639,1043,1019
EZTC3,202011,CCPR3,0.845896332087846,516,1015
EZTC3,202011,CEAB3,0.778596253207208,608,1015
EZTC3,202011,CURY3,0.834063114337807,561,1015
EZTC3,202011,ENGI11,0.706071436538613,1045,1015
EZTC3,202012,CCPR3,0.709759204006604,517,1012
EZTC3,202012,CEAB3,0.73450977044581,633,1012
EZTC3,202012,CURY3,0.793837680195228,562,1012
EZTC3,202101,CEAB3,0.738911627140306,598,1041
EZTC3,202101,CURY3,0.794325956694636,574,1041
EZTC3,202103,ENJU3,0.751189937138384,729,1118
EZTC3,202104,ENJU3,0.783334648576198,766,1111
EZTC3,202105,ENJU3,0.749083246733934,802,1107
FESA4,201702,CGRA4,0.993787787412616,147,50
FESA4,201703,CGRA4,0.899470558551152,148,26
FESA4,201704,CGRA4,0.913314015973784,151,27
FESA4,201705,CGRA4,0.876199783481286,148,46
FESA4,201706,CGRA4,0.728185495425325,146,48
FESA4,201707,CLSC4,0.796987775312245,235,47
FESA4,201708,CLSC4,0.802122075976359,231,51
FESA4,201709,CARD3,0.786100914253445,126,42
FESA4,201709,CLSC4,0.817605031256127,229,42
FESA4,201710,CARD3,0.79133293154941,130,41
FESA4,201710,CLSC4,0.793814908652705,229,41
FESA4,201711,CARD3,0.73677840242022,134,50
FESA4,201712,CARD3,0.70015892063177,218,214
FESA4,202011,BMGB4,0.738282639788924,531,70
FESA4,202012,AGRO3,0.765161137158729,109,73
FESA4,202101,CARD3,0.854909299068068,249,75
FESA4,202102,CARD3,0.731947899560694,250,91
FHER3,201905,COCE5,0.786591247198229,242,76
FHER3,201906,COCE5,0.765434936587915,381,76
FHER3,201907,COCE5,0.76646667239778,381,79
FHER3,201908,COCE5,0.746535447608307,381,80
FHER3,202002,DMMO3,0.706450269754841,118,41
FHER3,202003,DMMO3,0.722083915424039,113,42
FHER3,202105,BPAC3,0.864520779758076,58,252
FHER3,202106,BPAC3,0.762558877421247,57,85
FIBR3,201702,EGIE3,0.929106218470294,719,767
FIBR3,201703,EGIE3,0.773746385425851,700,769
FIBR3,201707,BRAP3,0.702569515120035,414,753
FIBR3,201802,BTOW3,0.742338795009741,641,847
FIBR3,201807,CPRE3,0.705393065727789,432,916
FIBR3,201808,CPRE3,0.712965308415442,432,950
FJTA4,201904,FESA4,0.707239417874496,42,25
FJTA4,201905,FESA4,0.716090788636935,37,21
FJTA4,201910,DMMO3,0.761651772444454,391,384
FLRY3,201703,EZTC3,0.709590696981362,592,606
FLRY3,201810,BRFS3,0.727785765478907,834,807
FLRY3,201903,EZTC3,0.71788733397078,587,825
FLRY3,201904,CYRE3,0.754233179575443,945,831
FLRY3,201904,EZTC3,0.843033732498072,566,831
FLRY3,201905,CYRE3,0.835714154412301,947,848
FLRY3,201905,EZTC3,0.926252125553295,488,848
FLRY3,201906,CYRE3,0.85476453074814,952,789
FLRY3,201906,EZTC3,0.92948226921819,462,789
FLRY3,201907,BTOW3,0.801701004923023,843,814
FLRY3,201907,CCRO3,0.859332748266829,868,814
FLRY3,201907,CYRE3,0.803113145609657,985,814
FLRY3,201907,ENGI11,0.756873138013504,799,814
FLRY3,201907,EZTC3,0.921204505136081,616,814
FLRY3,201908,CCRO3,0.817741741394352,873,872
FLRY3,201908,CYRE3,0.845767543000421,999,872
FLRY3,201908,EGIE3,0.821163576698978,789,872
FLRY3,201908,ENGI11,0.773638149176978,787,872
FLRY3,201908,EZTC3,0.915328451755157,727,872
FLRY3,201909,EZTC3,0.782215458094922,750,872
FLRY3,201910,CCPR3,0.739946212970512,310,872
FLRY3,201910,CCRO3,0.721611012988781,888,872
FLRY3,201910,EGIE3,0.753869850795063,820,872
FLRY3,201910,ENGI11,0.75774841327222,771,872
FLRY3,201910,EZTC3,0.817912969020573,764,872
FLRY3,201911,ABEV3,0.737106943203769,907,867
FLRY3,201911,CCPR3,0.784983710962136,638,867
FLRY3,201911,CCRO3,0.733917729446811,868,867
FLRY3,201911,CEAB3,0.776506104761634,638,867
FLRY3,201911,EGIE3,0.789119963187752,844,867
FLRY3,201911,ENGI11,0.819361450240818,768,867
FLRY3,201911,EZTC3,0.859173873724753,753,867
FLRY3,201912,ABEV3,0.760605803289726,896,876
FLRY3,201912,ARZZ3,0.709679063743556,595,876
FLRY3,201912,CCPR3,0.784404971087942,611,876
FLRY3,201912,CEAB3,0.768608171392766,618,876
FLRY3,201912,EGIE3,0.759315766904719,841,876
FLRY3,201912,ENGI11,0.810765418848202,768,876
FLRY3,201912,EZTC3,0.845804323996425,716,876
FLRY3,202001,ABEV3,0.814096919694428,902,896
FLRY3,202001,CCPR3,0.811489697266183,608,896
FLRY3,202001,CCRO3,0.78660370447298,883,896
FLRY3,202001,CEAB3,0.802011010395735,622,896
FLRY3,202001,DTEX3,0.743285457985817,607,896
FLRY3,202001,EGIE3,0.741271923150899,864,896
FLRY3,202001,ENGI11,0.83577202935062,796,896
FLRY3,202001,EZTC3,0.849427828675715,740,896
FLRY3,202002,CCPR3,0.701431452728006,565,877
FLRY3,202002,DTEX3,0.848142311659198,629,877
FLRY3,202002,ENGI11,0.722716127756875,812,877
FLRY3,202002,EZTC3,0.729910564634904,760,877
FLRY3,202003,DTEX3,0.850190184348917,580,891
FLRY3,202003,ENGI11,0.720010226936367,777,891
FLRY3,202004,CCPR3,0.785369938871766,523,960
FLRY3,202004,CCRO3,0.816614446114098,951,960
FLRY3,202004,CEAB3,0.775345469793777,636,960
FLRY3,202004,CRFB3,0.76185727924926,906,960
FLRY3,202004,DTEX3,0.810910610903797,583,960
FLRY3,202004,ENGI11,0.817362715670838,839,960
FLRY3,202004,EZTC3,0.734403073416267,746,960
FLRY3,202005,CCPR3,0.904806957572376,505,946
FLRY3,202005,CCRO3,0.88943606933055,942,946
FLRY3,202005,CEAB3,0.897178103329365,616,946
FLRY3,202005,CRFB3,0.718114656717304,927,946
FLRY3,202005,DTEX3,0.877280589381957,581,946
FLRY3,202005,ENGI11,0.85428837121695,1020,946
FLRY3,202005,EZTC3,0.810953580879301,720,946
FLRY3,202006,CCPR3,0.910363515831047,507,936
FLRY3,202006,CCRO3,0.897650202469364,972,936
FLRY3,202006,CEAB3,0.880360287514549,636,936
FLRY3,202006,CRFB3,0.7665151617147,946,936
FLRY3,202006,DTEX3,0.784996628193332,583,936
FLRY3,202006,ENGI11,0.860666156264705,1049,936
FLRY3,202006,EZTC3,0.788701422231332,694,936
FLRY3,202103,AZUL4,0.747842877500024,1043,1040
FLRY3,202103,DMMO3,0.71282631959224,283,1040
FLRY3,202108,AZUL4,0.723428563191492,1077,1019
FLRY3,202108,COGN3,0.748769023671749,1061,1019
FLRY3,202109,AALR3,0.753737259336779,494,1064
FLRY3,202109,COGN3,0.809726374958838,1077,1064
FLRY3,202110,AALR3,0.713720908187026,450,1131
FLRY3,202110,COGN3,0.799592850459818,1163,1131
FLRY3,202110,FESA4,0.719153551248977,478,1131
FLRY3,202111,COGN3,0.806892644164648,1186,1163
FRAS3,201702,BRFS3,0.856094256935814,863,20
FRAS3,201703,BRFS3,0.84274691682702,854,20
FRAS3,201704,BRFS3,0.8818523207817,904,20
FRAS3,202105,CGRA4,0.946232552425015,332,68
FRAS3,202106,CGRA4,0.78645101622362,20,20
FRAS3,202108,CPLE11,0.750646902970258,434,62
GETT11,202111,BMOB3,0.872011202698904,570,968
GETT11,202112,BMOB3,0.774957081568601,618,681
GETT4,202111,GETT3,0.999999999939146,71,71
GFSA3,201703,BRPR3,0.832446084791927,364,478
GFSA3,201704,BRPR3,0.732925324964588,384,487
GFSA3,201905,FJTA4,0.780213923671421,21,49
GFSA3,202011,ENAT3,0.713344525501076,426,290
GFSA3,202012,ENAT3,0.742015110977467,437,277
GFSA3,202101,ENAT3,0.769089833446801,413,248
GFSA3,202102,ENAT3,0.798105551133757,439,345
GFSA3,202103,ENAT3,0.876146239289764,474,366
GFSA3,202104,ENAT3,0.855044002951358,519,447
GFSA3,202105,ENAT3,0.852719937956358,523,451
GFSA3,202106,ENAT3,0.925531429079188,538,473
GFSA3,202107,BBTG11,0.957565070001519,43,530
GFSA3,202107,ENAT3,0.932183622388072,569,530
GFSA3,202108,ENAT3,0.863652731515596,557,471
GGBR3,201702,BRSR6,0.792076539462362,627,394
GGBR3,201702,CPLE3,0.868264349352518,461,394
GGBR3,201702,ECOR3,0.770028077618014,739,394
GGBR3,201702,EUCA4,0.909236615563458,276,394
GGBR3,201703,BRSR6,0.844871045638409,694,370
GGBR3,201703,CPLE3,0.960615967370557,463,370
GGBR3,201703,ECOR3,0.782868320745671,729,370
GGBR3,201703,EUCA4,0.960988879433805,285,370
GGBR3,201704,BRSR6,0.887739067070241,657,484
GGBR3,201704,CPLE3,0.977648790388028,484,484
GGBR3,201704,ECOR3,0.866235743255466,740,484
GGBR3,201704,EUCA4,0.946027458373687,304,484
GGBR3,201705,AZUL4,0.777006547963189,526,478
GGBR3,201705,BRSR6,0.853367513751257,649,478
GGBR3,201705,CPLE3,0.923126069865742,388,478
GGBR3,201705,ECOR3,0.846313039904973,716,478
GGBR3,201705,EUCA4,0.882696456687235,302,478
GGBR3,201706,BRSR6,0.729779051703715,622,478
GGBR3,201706,CPLE3,0.851649847863164,399,478
GGBR3,201706,EUCA4,0.77738560791242,303,478
GGBR3,201707,BRSR6,0.764307919235901,636,460
GGBR3,201707,CPLE3,0.864207532980893,392,460
GGBR3,201707,EUCA4,0.794825346137154,303,460
GGBR3,201708,CPRE3,0.763325743347245,412,386
GGBR3,201804,CESP3,0.97335182218876,24,107
GGBR3,201805,CESP3,0.974351906368895,99,106
GGBR3,201806,CESP3,0.714230711373904,99,113
GGBR3,201807,CESP3,0.770497199309355,95,303
GGBR3,201906,ELPL3,0.922603205799055,229,431
GGBR3,202001,ALPA3,0.975453385762118,198,182
GGBR3,202002,ALPA3,0.970154130164537,201,185
GGBR3,202003,ALPA3,0.951284988900208,204,187
GGBR3,202004,ALPA3,0.973274109996815,206,188
GGBR3,202005,ALPA3,0.978936396635159,218,186
GGBR3,202006,ALPA3,0.982646509032428,221,376
GGBR3,202006,CPRE3,0.996708653783116,21,376
GGBR3,202007,ALPA3,0.982738829287286,222,322
GGBR3,202008,ALPA3,0.98213171194719,224,331
GGBR3,202009,ALPA3,0.981300814618613,226,351
GGBR3,202010,ALPA3,0.982701229431231,226,366
GGBR3,202011,ALPA3,0.985182837972411,229,369
GGBR3,202012,ALPA3,0.984145655404045,230,413
GGBR3,202101,ALPA3,0.980718252289101,229,414
GGBR3,202102,ALPA3,0.980033319752311,230,414
GGBR3,202103,ALPA3,0.97271098379244,387,419
GGBR3,202104,ALPA3,0.973183618003905,227,462
GGBR3,202105,ALPA3,0.978854778426816,229,421
GGBR3,202106,ALPA3,0.977620138507648,228,444
GGBR3,202107,ALPA3,0.96564230589658,230,407
GGBR3,202108,ALPA3,0.972927346263869,235,420
GGBR3,202109,ALPA3,0.973522811695178,237,423
GGBR3,202110,ALPA3,0.952111281225313,238,426
GGBR3,202111,ALPA3,0.960783079513628,239,463
GGBR3,202112,ALPA3,0.969834001434604,262,481
GGBR4,201703,CSNA3,0.706555030697124,703,889
GGBR4,201707,CSNA3,0.743031364701991,605,793
GGBR4,201709,CYRE3,0.732031664882821,789,810
GGBR4,201710,CYRE3,0.702707794110634,812,839
GGBR4,201802,BRSR6,0.703495253719119,600,857
GGBR4,201803,BRSR6,0.774373557376414,568,851
GGBR4,201805,BRSR6,0.764112322750215,622,944
GGBR4,201805,EUCA4,0.730155905463577,354,944
GGBR4,201806,BRSR6,0.719243635267295,612,955
GGBR4,201807,BRSR6,0.717123426413893,612,977
GGBR4,201807,CESP6,0.715061545514418,695,977
GGBR4,201808,AZUL4,0.716433081372763,523,993
GGBR4,201808,BRSR6,0.723885575796788,600,993
GGBR4,201808,EUCA4,0.713649125712385,356,993
GGBR4,201811,BRDT3,0.730071186219349,764,989
GGBR4,201811,CSMG3,0.759101425652961,745,989
GGBR4,201901,ESTC3,0.788552849817769,880,1000
GGBR4,201902,CVCB3,0.734489411137554,1000,1009
GGBR4,201903,CVCB3,0.804023631238595,979,962
GGBR4,201903,ESTC3,0.736050585918622,943,962
GGBR4,201908,CYRE3,0.701292295496236,999,919
GGBR4,201908,EGIE3,0.707488770104308,789,919
GGBR4,201908,EZTC3,0.765638881089872,727,919
GGBR4,201908,FLRY3,0.797671816730681,872,919
GGBR4,201909,EZTC3,0.742446270977904,750,893
GGBR4,201910,CCPR3,0.784442472360333,310,911
GGBR4,201910,EGIE3,0.762476774679506,820,911
GGBR4,201910,ENGI11,0.766173213305917,771,911
GGBR4,201910,EZTC3,0.791659983785062,764,911
GGBR4,201911,ABEV3,0.77789698425913,907,921
GGBR4,201911,CCPR3,0.822702525276908,638,921
GGBR4,201911,CEAB3,0.841329852513838,638,921
GGBR4,201911,EGIE3,0.727720509754493,844,921
GGBR4,201911,ENGI11,0.764878976467919,768,921
GGBR4,201911,EZTC3,0.785808345689439,753,921
GGBR4,202001,BTOW3,0.775748589746355,931,995
GGBR4,202002,BRFS3,0.766735063733002,930,985
GGBR4,202004,CRFB3,0.794723050060756,906,1017
GGBR4,202004,DTEX3,0.717943631994347,583,1017
GGBR4,202004,ENGI11,0.735076468589137,839,1017
GGBR4,202011,CCPR3,0.783077672467173,516,1136
GGBR4,202011,CEAB3,0.724183959070381,608,1136
GGBR4,202011,CURY3,0.737630588400973,561,1136
GGBR4,202011,EZTC3,0.707283690388213,1015,1136
GGBR4,202012,CEAB3,0.709006842975916,633,1147
GGBR4,202012,CURY3,0.730388437950825,562,1147
GGBR4,202102,ABEV3,0.860309205393483,1107,1259
GGBR4,202102,ALPK3,0.826324191400505,230,1259
GGBR4,202102,ANIM3,0.832290464537832,796,1259
GGBR4,202102,BKBR3,0.7907066353784,629,1259
GGBR4,202102,BRML3,0.753350005239662,1120,1259
GGBR4,202102,ENEV3,0.735524367312255,1201,1259
GGBR4,202109,BBDC4,0.710309153024349,1336,1377
GGBR4,202110,ABEV3,0.727453169352919,1296,1413
GGBR4,202111,ABEV3,0.761685486326183,1320,1468
GGBR4,202111,ALPA4,0.702602544418135,1321,1468
GGBR4,202111,ALPK3,0.768260562125775,243,1468
GGBR4,202112,ALPA4,0.732244716681486,1329,1465
GGBR4,202112,ALPK3,0.808915936996534,248,1465
GGBR4,202112,BKBR3,0.806580060019545,740,1465
GGBR4,202112,BRBI11,0.704580180029643,531,1465
GGBR4,202112,ENEV3,0.719805843464991,1341,1465
GGPS3,202109,EQTL3,0.737579034689588,1492,785
GGPS3,202110,BPAC11,0.71404607355742,1503,799
GGPS3,202110,EQTL3,0.780541821189788,1483,799
GGPS3,202111,EQTL3,0.802766438617686,1451,809
GGPS3,202112,EQTL3,0.786170173262845,1467,827
GMAT3,202102,CRDE3,0.734021879976708,339,788
GMAT3,202103,CRDE3,0.71655423507006,341,799
GMAT3,202104,CRDE3,0.708873261845904,384,812
GMAT3,202105,CRDE3,0.739929912311497,388,865
GMAT3,202106,CRDE3,0.722600874217536,391,848
GMAT3,202107,CRDE3,0.758546384048858,393,871
GMAT3,202107,EQPA3,0.706368691045211,210,871
GMAT3,202108,CRDE3,0.811008229331789,396,798
GMAT3,202108,EQPA3,0.765289011660101,213,798
GMAT3,202109,CESP6,0.749186515834191,1002,861
GMAT3,202109,CRDE3,0.845452891693855,397,861
GMAT3,202109,EQPA3,0.798720331660814,219,861
GMAT3,202110,CRDE3,0.811349771258426,402,828
GMAT3,202110,EQPA3,0.765895487669702,222,828
GMAT3,202111,CESP6,0.710544313175176,1028,833
GMAT3,202111,CLSA3,0.703531087352403,491,833
GMAT3,202111,CRDE3,0.859845446850734,404,833
GMAT3,202111,EQPA3,0.810043130151205,223,833
GMAT3,202112,CESP6,0.75618816736973,1021,869
GMAT3,202112,CRDE3,0.860983489695896,433,869
GMAT3,202112,EQPA3,0.81437546026192,230,869
GNDI3,201807,AZUL4,0.730477397857335,502,530
GNDI3,201809,ALPA3,0.771878485040325,88,431
GNDI3,201809,ENGI4,0.77158364372981,87,431
GNDI3,201810,ALPA3,0.825844464548003,81,432
GNDI3,201810,ENGI4,0.825514572077645,81,432
GNDI3,201811,ALPA3,0.853384767633227,80,462
GNDI3,201811,ENGI4,0.853244610095065,80,462
GNDI3,201901,ALPA3,0.76367715062189,75,612
GNDI3,201901,ENGI4,0.763806830487546,75,612
GNDI3,201905,CRFB3,0.788382564632011,621,564
GNDI3,201906,CGRA4,0.770553371709799,306,562
GNDI3,201907,CEBR3,0.785989316231054,96,719
GNDI3,201907,CGRA4,0.786927678997396,310,719
GNDI3,202007,BPAC11,0.731153379528342,1174,1194
GNDI3,202008,BPAC11,0.751379065008511,1191,1226
GNDI3,202009,B3SA3,0.701144822579845,1292,1258
GNDI3,202009,BPAC11,0.823395848160005,1184,1258
GNDI3,202010,BPAC11,0.823222605697121,1206,1246
GNDI3,202011,BPAC11,0.833619010350328,1214,1235
GNDI3,202012,B3SA3,0.802420264312256,1393,1274
GNDI3,202012,BPAC11,0.819654952940198,1215,1274
GNDI3,202101,B3SA3,0.767274198985262,1423,1379
GNDI3,202101,BPAC11,0.78063319191973,1259,1379
GNDI3,202102,B3SA3,0.775678942775168,1429,1433
GNDI3,202102,BPAC11,0.803762178035199,1330,1433
GNDI3,202103,B3SA3,0.73654406976629,1461,1436
GNDI3,202103,BPAC11,0.800446984610969,1388,1436
GNDI3,202104,B3SA3,0.710611786529034,1463,1472
GNDI3,202104,BPAC11,0.799451760052846,1418,1472
GNDI3,202105,BPAC11,0.795521340354941,1440,1477
GNDI3,202106,BPAC11,0.756744055205576,1396,1483
GNDI3,202106,GGPS3,0.734460342066381,793,1483
GNDI3,202107,BPAC11,0.72541568112074,1437,1504
GNDI3,202107,BRDT3,0.712385904789276,1404,1504
GNDI3,202107,GGPS3,0.757305524459237,799,1504
GNDI3,202108,BIDI11,0.769943828045295,1356,1490
GNDI3,202108,BPAC11,0.745545461659408,1449,1490
GNDI3,202109,BIDI11,0.795463883009443,1366,1519
GNDI3,202109,BPAC11,0.757203467910107,1498,1519
GNDI3,202109,GGPS3,0.75731561072295,785,1519
GNDI3,202110,BIDI11,0.7378983725137,1377,1538
GNDI3,202110,BPAC11,0.707515194764267,1503,1538
GNDI3,202110,GGPS3,0.735491238833394,799,1538
GNDI3,202111,BIDI11,0.733387863956439,1385,1550
GNDI3,202111,BPAC11,0.707747781620768,1506,1550
GNDI3,202111,GGPS3,0.713845680687268,809,1550
GNDI3,202112,BIDI11,0.751016902430017,1383,1559
GNDI3,202112,BIDI4,0.700089748329511,1110,1559
GOAU3,201703,BRAP4,0.909633513259719,888,131
GOAU3,201704,ELPL4,0.847094917296256,471,326
GOAU3,201705,BRAP4,0.873313656638042,868,320
GOAU3,201705,CMIG3,0.895018734447856,254,320
GOAU3,201707,BRAP4,0.861724574099635,898,119
GOAU3,201708,BRAP4,0.850461827795967,902,308
GOAU3,201709,BRAP4,0.801517543605707,899,294
GOAU3,201710,BRAP4,0.832589063627528,907,234
GOAU3,201804,CESP3,0.954846104566722,24,129
GOAU3,201804,GGBR3,0.930114489454455,107,129
GOAU3,201805,CESP3,0.955785128127856,99,129
GOAU3,201805,GGBR3,0.931577273528831,106,129
GOAU3,201806,GGBR3,0.967048618167914,113,131
GOAU3,201807,GGBR3,0.913475163501342,303,312
GOAU3,201808,GGBR3,0.851555587530405,351,314
GOAU3,201809,AZUL4,0.86839335602723,573,381
GOAU3,201809,BPAC11,0.753130580883774,515,381
GOAU3,201809,BRAP4,0.721933532722986,944,381
GOAU3,201809,BRSR6,0.884932129913117,598,381
GOAU3,201809,CESP6,0.712067300867495,687,381
GOAU3,201809,ECOR3,0.861408652253784,720,381
GOAU3,201809,EUCA4,0.902746149976585,356,381
GOAU3,201810,BRAP4,0.805350096021346,931,380
GOAU3,201810,BRSR6,0.957549836597848,593,380
GOAU3,201810,CESP6,0.82972843356356,669,380
GOAU3,201810,ECOR3,0.947074793726444,732,380
GOAU3,201810,EUCA4,0.969580810330639,360,380
GOAU3,201811,BRAP4,0.71314924886597,950,298
GOAU3,201811,BRSR6,0.967213547605684,644,298
GOAU3,201811,CESP6,0.798623715837808,717,298
GOAU3,201811,ECOR3,0.955212623292621,826,298
GOAU3,201811,EUCA4,0.973685456102559,360,298
GOAU3,201812,BRAP4,0.746031988777806,963,297
GOAU3,201812,BRSR6,0.934834646283362,639,297
GOAU3,201812,CESP6,0.765241757285913,731,297
GOAU3,201812,ECOR3,0.83180220217017,859,297
GOAU3,201812,EUCA4,0.928318333931862,366,297
GOAU3,201901,BRAP4,0.747569901509017,956,301
GOAU3,201901,BRSR6,0.866183938526099,628,301
GOAU3,201901,EUCA4,0.826752500015677,364,301
GOAU3,201902,BRAP4,0.80578274550606,988,326
GOAU3,201902,BRFS3,0.823817866666622,871,326
GOAU3,201902,BRSR6,0.916652624699614,658,326
GOAU3,201902,CESP6,0.787048399099424,775,326
GOAU3,201902,EUCA4,0.877958627321883,377,326
GOAU3,201903,BRDT3,0.714075703730182,985,344
GOAU3,201903,BRFS3,0.797182676712954,856,344
GOAU3,201903,BRSR6,0.869696347802715,627,344
GOAU3,201903,CESP6,0.745228393804653,770,344
GOAU3,201903,EUCA4,0.786745370932713,383,344
GOAU3,201904,BRSR6,0.880156893344069,622,344
GOAU3,201904,CESP6,0.754810118686633,785,344
GOAU3,201904,EUCA4,0.798467274375191,396,344
GOAU3,201905,BRDT3,0.758709312701829,889,344
GOAU3,201905,BRFS3,0.879821731153338,947,344
GOAU3,201905,BRSR6,0.892713262295437,593,344
GOAU3,201905,CESP6,0.774260386769189,820,344
GOAU3,201905,EUCA4,0.816889441463532,400,344
GOAU3,201906,BRDT3,0.783464551347727,850,347
GOAU3,201906,BRFS3,0.876969266388311,949,347
GOAU3,201906,BRSR6,0.89036502481744,610,347
GOAU3,201906,CESP6,0.781425582151078,844,347
GOAU3,201906,EUCA4,0.833659759929757,397,347
GOAU3,201907,GGBR3,0.870957446549984,433,348
GOAU3,201908,GGBR3,0.822838178122455,169,344
GOAU3,201909,GGBR3,0.753940843364008,169,344
GOAU3,201911,GGBR3,0.830401253908396,172,338
GOAU3,202001,BRFS3,0.741569091756571,923,413
GOAU3,202001,BRSR6,0.709037956117438,606,413
GOAU3,202002,BRFS3,0.794682200941933,930,424
GOAU3,202002,BRSR6,0.731518548993086,641,424
GOAU3,202002,CMIG3,0.742633428397986,664,424
GOAU3,202003,BRFS3,0.898630824865018,921,417
GOAU3,202003,CMIG3,0.863775375190774,628,417
GOAU3,202004,BRFS3,0.920052068784578,969,420
GOAU3,202004,CMIG3,0.91837936300755,613,420
GOAU3,202005,BRFS3,0.916854476178927,974,421
GOAU3,202005,CMIG3,0.913896455385739,609,421
GOAU3,202006,BRFS3,0.918347953491956,977,427
GOAU3,202006,CMIG3,0.904484826865417,604,427
GOAU3,202007,BRFS3,0.925128416305217,942,430
GOAU3,202007,CMIG3,0.894510025872756,602,430
GOAU3,202008,BRFS3,0.919954039670229,1013,441
GOAU3,202008,CMIG3,0.888759801256692,644,441
GOAU3,202009,BRFS3,0.922685547894767,1007,445
GOAU3,202009,CMIG3,0.917573552624822,566,445
GOAU3,202010,BRFS3,0.901063742491394,999,452
GOAU3,202010,CMIG3,0.922592053930444,541,452
GOAU3,202011,BRFS3,0.890976729791302,994,448
GOAU3,202011,BTOW3,0.767249068807284,982,448
GOAU3,202011,CMIG3,0.925400272250266,534,448
GOAU3,202011,ECOR3,0.713550782573608,965,448
GOAU3,202012,AERI3,0.863394651447731,575,498
GOAU3,202012,BRFS3,0.794410644948328,1019,498
GOAU3,202012,BTOW3,0.794275217301257,972,498
GOAU3,202012,CMIG3,0.911185570733109,524,498
GOAU3,202012,ECOR3,0.830301405678088,990,498
GOAU3,202101,AERI3,0.850787439856841,573,501
GOAU3,202101,BRFS3,0.780607975116352,1083,501
GOAU3,202101,CMIG3,0.911850829452616,526,501
GOAU3,202101,ECOR3,0.848279893969975,1029,501
GOAU3,202102,AERI3,0.814128621901295,620,505
GOAU3,202102,BRFS3,0.783070766329114,1080,505
GOAU3,202102,CMIG3,0.917389658715464,493,505
GOAU3,202102,ECOR3,0.854887964143468,1023,505
GOAU3,202103,AERI3,0.809954636457059,504,514
GOAU3,202103,BRFS3,0.812474031334058,1087,514
GOAU3,202103,CMIG3,0.919157493226762,467,514
GOAU3,202103,ECOR3,0.877906588200927,1044,514
GOAU3,202104,AERI3,0.842947456541401,506,545
GOAU3,202104,BRFS3,0.787650047273146,1090,545
GOAU3,202104,CMIG3,0.922547318505222,481,545
GOAU3,202104,ECOR3,0.861435997312864,1076,545
GOAU3,202105,AERI3,0.760411101210713,588,475
GOAU3,202105,BPAC5,0.894038185830094,437,475
GOAU3,202105,BRFS3,0.916736476759699,1091,475
GOAU3,202105,BTOW3,0.726661172568412,1087,475
GOAU3,202105,CMIG3,0.914155989955436,507,475
GOAU3,202105,ECOR3,0.826326362399611,1077,475
GOAU3,202106,BRFS3,0.92845543771458,1104,469
GOAU3,202106,CMIG3,0.91226655055735,479,469
GOAU3,202106,ECOR3,0.850279015680526,1110,469
GOAU3,202107,BPAC5,0.863360977292954,596,475
