j,ym,i,cio,n_fundos_i,n_fundos_j
ALPA3,201702,AALR3,0.710140377813411,374,57
ALPA3,201703,AALR3,0.807674509936147,377,57
ALPA3,201710,AALR3,0.848668996944611,418,67
ALPA3,201711,AALR3,0.871099784629076,441,70
ALPA3,201801,AALR3,0.909964523159679,425,77
ALPA3,201802,AALR3,0.943097106313932,455,83
ALPA3,201803,AALR3,0.92119906879058,461,85
ALPA3,201804,AALR3,0.905651806359806,481,86
ALPA3,201805,AALR3,0.899921567661841,487,88
ALPA3,201806,AALR3,0.822326133910894,496,95
ALPA3,201807,AALR3,0.816785554868112,501,97
ALPA3,201810,AALR3,0.712421291432919,476,81
ALPA3,201811,AALR3,0.758579450122176,485,80
ALPA4,202008,ABEV3,0.701951127380548,1048,786
ALPA4,202009,ABEV3,0.804566814988814,1061,797
ALPA4,202010,ABEV3,0.779392099069901,1011,817
ALPA4,202011,ABEV3,0.783027569148086,1025,830
ALPA4,202012,ABEV3,0.713594946866861,1052,837
ALPA4,202108,ABEV3,0.745578762601885,1179,948
ALPA4,202109,ABEV3,0.729776662060936,1236,1025
ALPA4,202110,ABEV3,0.743229736422497,1296,1291
ALPA4,202111,ABEV3,0.77756126848298,1320,1321
ALPK3,202008,ALPA4,0.747278419618553,786,407
ALPK3,202009,ABEV3,0.820033524806521,1061,259
ALPK3,202009,ALPA4,0.810471387253311,797,259
ALPK3,202010,ABEV3,0.83516714324562,1011,270
ALPK3,202010,ALPA4,0.84862385136833,817,270
ALPK3,202011,ABEV3,0.89141296387104,1025,269
ALPK3,202011,ALPA4,0.865127254893192,830,269
ALPK3,202012,ABEV3,0.914822896326955,1052,228
ALPK3,202012,ALPA4,0.738666908381006,837,228
ALPK3,202101,ABEV3,0.956822215796923,1092,229
ALPK3,202102,ABEV3,0.96809100446562,1107,230
ALPK3,202103,ABEV3,0.949862475224142,1126,231
ALPK3,202104,ABEV3,0.962112378030081,1144,232
ALPK3,202105,ABEV3,0.950791952200559,1164,239
ALPK3,202106,ABEV3,0.935306171845346,1181,236
ALPK3,202107,ABEV3,0.941691195779357,1179,238
ALPK3,202108,ABEV3,0.932631102641178,1179,241
ALPK3,202108,ALPA4,0.745890605258676,948,241
ALPK3,202109,ABEV3,0.943676210774731,1236,243
ALPK3,202109,ALPA4,0.732053203219819,1025,243
ALPK3,202110,ABEV3,0.935344991532415,1296,242
ALPK3,202110,ALPA4,0.752591904394894,1291,242
ALPK3,202111,ABEV3,0.890299908157845,1320,243
ALPK3,202111,ALPA4,0.834468396709109,1321,243
ALPK3,202112,ALPA4,0.840576577626733,1329,248
ALSC3,201907,AALR3,0.731036512413336,480,640
ALSO3,201909,AALR3,0.736535343716971,474,666
ALSO3,201910,AALR3,0.722344289351638,473,682
ALSO3,201911,AALR3,0.74630754504573,404,698
ALSO3,202008,AALR3,0.731061378784252,402,810
ALSO3,202009,AALR3,0.752095026751087,403,803
ALSO3,202010,AALR3,0.76771628919901,477,811
ALUP4,201702,ALUP3,0.873402798376873,49,48
ALUP4,201703,ALUP3,0.879662439313873,24,23
AMAR3,201706,ALPA4,0.829428290769599,590,487
AMAR3,201707,ALPA4,0.827132587724539,552,473
AMAR3,201708,ALPA4,0.958569436231718,559,474
AMAR3,201709,ALPA4,0.941851015781769,565,487
AMAR3,201710,ALPA4,0.947624133128467,421,507
AMAR3,201711,ALPA4,0.937000616235355,467,484
AMAR3,201712,ALPA4,0.77713551970551,487,487
AMAR3,201801,ALPA4,0.930600382673662,457,511
AMAR3,201802,ALPA4,0.933651390192691,467,382
AMAR3,201803,ALPA4,0.894960258515325,465,382
AMAR3,201804,ALPA4,0.917976836984684,441,495
AMAR3,201805,ALPA4,0.909198364421485,449,196
AMAR3,201806,ALPA4,0.826574835543275,432,194
ANIM3,201706,ALPA4,0.732083259539187,590,376
ANIM3,201708,ALPA4,0.74820303599936,559,323
ANIM3,201708,AMAR3,0.726833741928715,474,323
ANIM3,201709,ALPA4,0.724447048615733,565,315
ANIM3,201803,AMAR3,0.71300596799428,382,515
ANIM3,201804,ALPA4,0.789026464558636,441,470
ANIM3,201804,AMAR3,0.837442320636112,495,470
ANIM3,201805,ALPA4,0.776798874942697,449,448
ANIM3,201805,AMAR3,0.846963103132672,196,448
ANIM3,201806,ALPA4,0.76271201248923,432,423
ANIM3,201806,AMAR3,0.813139063728796,194,423
ANIM3,201807,ALPA4,0.725246144077168,472,421
ANIM3,201807,AMAR3,0.71083298583117,189,421
ANIM3,201808,ALPA4,0.822769223878452,403,463
ANIM3,201808,AMAR3,0.703185270352149,190,463
ANIM3,201809,ALPA4,0.800241451889714,394,428
ANIM3,201809,AMAR3,0.782920567290422,294,428
ANIM3,201810,ALPA4,0.796540127779336,398,433
ANIM3,201810,AMAR3,0.825038242566813,296,433
ANIM3,201811,ALPA4,0.753575777967966,397,409
ANIM3,201812,ALPA4,0.774975611317792,406,412
ANIM3,201901,ALPA4,0.853289192243719,433,403
ANIM3,201902,ALPA4,0.800143683638498,599,522
ANIM3,201903,ALPA4,0.794435905151787,547,502
ANIM3,201904,ALPA4,0.79268956621052,547,493
ANIM3,201905,ALPA4,0.814540748947493,551,491
ANIM3,201906,ALPA4,0.8149673882395,590,445
ANIM3,201907,ALPA4,0.83865906474755,623,515
ANIM3,201908,ALPA4,0.792496045048719,662,589
ANIM3,201909,ALPA4,0.791614862822639,582,552
ANIM3,201910,ALPA4,0.793328411213263,592,560
ANIM3,201911,ALPA4,0.798064711279174,603,582
ANIM3,201912,ALPA4,0.764166058315696,624,597
ANIM3,202001,ALPA4,0.757779586848294,642,618
ANIM3,202002,ALPA4,0.776578447682428,692,694
ANIM3,202003,ALPA4,0.749195198243425,684,675
ANIM3,202004,ALPA4,0.757954186954928,737,604
ANIM3,202005,ALPA4,0.760245352578904,763,656
ANIM3,202006,ALPA4,0.775084345042,763,670
ANIM3,202006,ALPK3,0.744880745559557,394,670
ANIM3,202007,ALPA4,0.735499781491904,765,689
ANIM3,202007,ALPK3,0.72499901677235,402,689
ANIM3,202008,ABEV3,0.767993117143152,1048,633
ANIM3,202008,ALPA4,0.801931758437839,786,633
ANIM3,202008,ALPK3,0.770780220772703,407,633
ANIM3,202009,ABEV3,0.870763277922775,1061,630
ANIM3,202009,ALPA4,0.79532074500425,797,630
ANIM3,202009,ALPK3,0.80376203652801,259,630
ANIM3,202010,ABEV3,0.868453159787563,1011,645
ANIM3,202010,ALPA4,0.781638406546272,817,645
ANIM3,202010,ALPK3,0.818775058059034,270,645
ANIM3,202011,ABEV3,0.783333442984776,1025,645
ANIM3,202011,ALPA4,0.749043197407058,830,645
ANIM3,202011,ALPK3,0.779531131522569,269,645
ANIM3,202012,ABEV3,0.844485397676263,1052,733
ANIM3,202012,ALPA4,0.721141339232531,837,733
ANIM3,202012,ALPK3,0.870048549056191,228,733
ANIM3,202101,ABEV3,0.845850191084818,1092,761
ANIM3,202101,ALPK3,0.859381345755797,229,761
ANIM3,202102,ABEV3,0.842197104686476,1107,796
ANIM3,202102,ALPK3,0.8483482660306,230,796
ANIM3,202103,ABEV3,0.83645441092,1126,756
ANIM3,202103,ALPK3,0.85050140538985,231,756
ANIM3,202104,ABEV3,0.827134714429296,1144,774
ANIM3,202104,ALPK3,0.838318515603486,232,774
ANIM3,202105,ABEV3,0.83689227653773,1164,806
ANIM3,202105,ALPK3,0.855650247723867,239,806
ANIM3,202106,ABEV3,0.800136285979505,1181,766
ANIM3,202106,ALPK3,0.797979247311895,236,766
ANIM3,202107,ABEV3,0.81141590441632,1179,835
ANIM3,202107,ALPK3,0.761522445795263,238,835
ANIM3,202108,ABEV3,0.80610174499878,1179,875
ANIM3,202108,ALPK3,0.777522576882778,241,875
ANIM3,202109,ABEV3,0.810596423796268,1236,882
ANIM3,202109,ALPK3,0.774613130978605,243,882
ANIM3,202110,ABEV3,0.786265216781002,1296,846
ANIM3,202110,ALPK3,0.752534005547848,242,846
ANIM3,202111,ABEV3,0.723276436136197,1320,851
ANIM3,202111,ALPA4,0.735646120239352,1321,851
ANIM3,202111,ALPK3,0.783912283206041,243,851
ANIM3,202112,ALPK3,0.731708362368227,248,897
ARZZ3,201702,AMAR3,0.714060041203266,333,491
ARZZ3,201703,AMAR3,0.779559443566541,337,530
ARZZ3,201704,AMAR3,0.888521390246162,341,538
ARZZ3,201806,ALSC3,0.754739084367865,605,421
AZEV3,202104,ATOM3,0.99810669531992,22,23
AZEV3,202105,ATOM3,0.993723673781134,23,24
AZEV4,202107,ATOM3,1,22,22
AZEV4,202108,ATOM3,0.99853038671472,22,22
AZUL4,202004,ANIM3,0.751709883954494,604,986
B3SA3,201805,ABEV3,0.712046814717582,914,1044
B3SA3,201809,ABEV3,0.734384634078774,902,1105
BBAS3,202005,ANIM3,0.704771627387292,656,1172
BBDC3,201702,ABEV3,0.753941914142405,842,670
BBDC3,201703,ABEV3,0.777138171270746,836,687
BBDC3,201705,ABEV3,0.77312883977225,849,675
BBDC3,201706,ABEV3,0.735955282359634,864,663
BBDC3,201710,ALUP11,0.797679318403659,597,680
BBDC3,201711,ALUP11,0.830565164512766,605,697
BBDC3,201712,ALUP11,0.84556148920779,614,727
BBDC3,201801,ALUP11,0.817362270368261,604,706
BBDC3,201802,ALUP11,0.800287240713235,557,692
BBDC3,201805,ALUP11,0.733644492290885,545,822
BBDC3,202002,ABEV3,0.743527133416057,925,821
BBDC3,202007,AGRO3,0.741119408431583,271,882
BBDC3,202008,AGRO3,0.809176648685788,84,948
BBDC3,202009,AGRO3,0.752013707957887,83,928
BBDC3,202102,BBAS3,0.728582032306624,1155,1039
BBDC4,201802,ALPA4,0.766371080105038,467,1024
BBDC4,201802,AMAR3,0.763136223786865,382,1024
BBDC4,201803,ALPA4,0.773782221431858,465,1029
BBDC4,201803,AMAR3,0.722150697234758,382,1029
BBDC4,201804,ALPA4,0.76250841776188,441,1065
BBDC4,201804,AMAR3,0.713306307514782,495,1065
BBDC4,201804,ANIM3,0.715626736693442,470,1065
BBDC4,201805,BBAS3,0.766042224509263,1033,1068
BBDC4,201806,BBAS3,0.770840626655759,1023,1092
BBDC4,201807,ALPA4,0.701527449495894,472,1084
BBDC4,201807,BBAS3,0.764128276037507,1044,1084
BBDC4,201808,BBAS3,0.712059744594084,1039,1085
BBDC4,201910,BBAS3,0.773409515279154,1110,1092
BBDC4,202104,ABEV3,0.70750675896198,1144,1313
BBDC4,202106,ABEV3,0.785741483720282,1181,1271
BBDC4,202106,ALPK3,0.763938638248893,236,1271
BBDC4,202107,ABEV3,0.721078407016075,1179,1296
BBRK3,201709,AALR3,0.793628141063669,403,178
BBRK3,201710,AALR3,0.768042198235873,418,274
BBRK3,201710,ALPA3,0.897222870516459,67,274
BBRK3,201711,AALR3,0.805416684202078,441,284
BBRK3,201711,ALPA3,0.917249048271438,70,284
BBRK3,201712,ALPA3,0.896077161059246,73,297
BBRK3,201801,AALR3,0.83722377076908,425,290
BBRK3,201801,ALPA3,0.917391856238715,77,290
BBRK3,201802,AALR3,0.739894868920352,455,265
BBRK3,201802,ALPA3,0.783943582646207,83,265
BBRK3,201803,AALR3,0.846549393461463,461,346
BBRK3,201803,ALPA3,0.916129104848772,85,346
BBRK3,201804,AALR3,0.848259420023052,481,379
BBRK3,201804,ALPA3,0.933494338021869,86,379
BBRK3,201805,AALR3,0.839999227265453,487,366
BBRK3,201805,ALPA3,0.932362527981623,88,366
BBRK3,201806,AALR3,0.773585380675201,496,359
BBRK3,201806,ALPA3,0.939238036988744,95,359
BBRK3,201807,ALPA3,0.755609410557988,97,363
BBRK3,201809,ALPA3,0.773394024639584,88,368
BBRK3,201810,ALPA3,0.828537259526542,81,368
BBRK3,201811,ALPA3,0.750133149847493,80,381
BBRK3,201904,ALPA3,0.806462208602689,79,394
BBRK3,201905,ALPA3,0.824575841336733,80,399
BBRK3,201906,ALPA3,0.828074476299118,80,402
BBRK3,201907,ALPA3,0.823972004337019,82,411
BBRK3,201908,ALPA3,0.851009544941104,84,432
BBRK3,201909,ALPA3,0.789232092623,89,437
BBRK3,201910,ALPA3,0.812656371201141,182,432
BBRK3,201911,ALPA3,0.865864421399133,178,416
BBRK3,201912,ALPA3,0.760549212308628,186,419
BBTG11,201704,BBRK3,0.702204754164775,81,375
BBTG11,201705,BBRK3,0.785068752765702,81,412
BBTG11,201706,BBRK3,0.77075377149212,85,109
BEEF11,202101,AVLL3,0.99265923253392,45,168
BEEF11,202102,AVLL3,0.996087415615358,45,194
BEEF11,202103,AVLL3,0.997324940915082,45,197
BEEF11,202104,AVLL3,0.995884264345622,45,200
BEEF11,202105,AVLL3,0.996684007656406,45,206
BEEF11,202106,AVLL3,0.99676300104572,48,199
BEEF11,202107,AVLL3,0.997101024932387,47,199
BEEF11,202108,AVLL3,0.997630423286582,47,201
BEEF11,202109,AVLL3,0.996486872587551,48,201
BEEF11,202110,AVLL3,0.993850530793052,33,202
BEEF11,202111,AVLL3,0.990555224041633,34,190
BEEF3,201702,ALUP11,0.763331141172855,532,584
BEEF3,201703,ALUP11,0.825183843313238,568,540
BEEF3,201704,ALUP11,0.815423473970798,574,562
BEEF3,201705,ALUP11,0.889725522705888,705,577
BEEF3,201706,ALUP11,0.770393129250251,638,577
BEEF3,201707,ALUP11,0.823361618287391,618,486
BEEF3,201708,ALUP11,0.850842101588,611,437
BEEF3,201709,ALUP11,0.873594645733806,596,432
BEEF3,201710,ALUP11,0.908808914237097,597,426
BEEF3,201710,BBDC3,0.835083475813116,680,426
BEEF3,201711,ALUP11,0.894311011001692,605,465
BEEF3,201711,BBDC3,0.884290737182222,697,465
BEEF3,201712,ALUP11,0.877386586189427,614,395
BEEF3,201712,BBDC3,0.897002388849535,727,395
BEEF3,201801,ALUP11,0.841144045816009,604,321
BEEF3,201801,BBDC3,0.911618255169789,706,321
BEEF3,201802,ALUP11,0.844334633494812,557,416
BEEF3,201802,BBDC3,0.881440790039582,692,416
BEEF3,201803,ALUP11,0.735183057234719,528,432
BEEF3,201803,BBDC3,0.799622519192097,696,432
BEEF3,201804,ALUP11,0.738497751854525,568,424
BEEF3,201804,BBDC3,0.857474355930086,756,424
BEEF3,201805,ALUP11,0.741843834492371,545,388
BEEF3,201805,BBDC3,0.875822608144433,822,388
BEEF3,201806,BBDC3,0.896750892011937,826,491
BEEF3,201807,BBDC3,0.904291065089443,843,501
BEEF3,201808,BBDC3,0.866105580254054,853,471
BEEF3,201809,BBDC3,0.801483811132058,834,441
BEEF3,201810,BBDC3,0.818334483917257,838,415
BEEF3,201812,BEEF11,0.785554798013696,50,430
BEEF3,201903,BEEF11,0.707419395467043,77,357
BEEF3,202005,ABCB4,0.702773525340241,456,874
BEEF3,202007,ABCB4,0.744471355403696,503,918
BEEF3,202008,ABCB4,0.750373486835443,442,1005
BEEF3,202112,AVLL3,0.754425412331947,35,1200
BIDI11,201908,ALPA4,0.801281157263001,662,620
BIDI11,201909,ALPA4,0.818299975745056,582,704
BIDI11,201910,ALPA4,0.909749951087154,592,708
BIDI11,201911,ALPA4,0.952154843276048,603,681
BIDI11,201911,ANIM3,0.764302247423796,582,681
BIDI11,201912,ALPA4,0.920593790461101,624,679
BIDI11,201912,ANIM3,0.758208918542055,597,679
BIDI11,202001,ALPA4,0.870107857397341,642,653
BIDI11,202001,ANIM3,0.726764521383273,618,653
BIDI11,202002,ALPA4,0.845542441593392,692,715
BIDI11,202002,ANIM3,0.726570275005361,694,715
BIDI11,202003,ALPA4,0.809500216393193,684,670
BIDI11,202003,ANIM3,0.736241565514328,675,670
BIDI11,202004,ALPA4,0.814925038502241,737,584
BIDI11,202004,ANIM3,0.801327327696204,604,584
BIDI11,202005,ALPA4,0.80121616637773,763,580
BIDI11,202005,ANIM3,0.830920174552217,656,580
BIDI11,202006,ALPA4,0.804155179869781,763,588
BIDI11,202006,ALPK3,0.702531496289818,394,588
BIDI11,202006,ANIM3,0.815616650082164,670,588
BIDI11,202007,ALPA4,0.775452566605452,765,652
BIDI11,202007,ANIM3,0.819399601779291,689,652
BIDI11,202008,ABEV3,0.715787223601569,1048,721
BIDI11,202008,ALPA4,0.818026036151444,786,721
BIDI11,202008,ALPK3,0.735790539989142,407,721
BIDI11,202008,ANIM3,0.827339751940402,633,721
BIDI11,202009,ABEV3,0.806125095259661,1061,683
BIDI11,202009,ALPA4,0.81777680119626,797,683
BIDI11,202009,ALPK3,0.756830394915268,259,683
BIDI11,202009,ANIM3,0.811773194074948,630,683
BIDI11,202010,ABEV3,0.777456554317046,1011,744
BIDI11,202010,ALPA4,0.778703093360912,817,744
BIDI11,202010,ALPK3,0.742889424799343,270,744
BIDI11,202010,ANIM3,0.793052364179901,645,744
BIDI11,202011,ABEV3,0.752622209733554,1025,726
BIDI11,202011,ALPA4,0.762968226318845,830,726
BIDI11,202011,ALPK3,0.761022416955831,269,726
BIDI11,202012,ABEV3,0.70707130640236,1052,718
BIDI11,202012,ALPA4,0.719515506669157,837,718
BIDI11,202012,ALPK3,0.739893132403021,228,718
BIDI11,202012,ANIM3,0.711287513597708,733,718
BIDI11,202101,ALPA4,0.739893144437654,867,742
BIDI11,202101,ALPK3,0.719595583905516,229,742
BIDI11,202103,ALPA4,0.753061101431063,867,835
BIDI11,202104,ALPA4,0.782198516643989,878,879
BIDI11,202105,ALPA4,0.81126647081589,924,1210
BIDI11,202106,ALPA4,0.789567248994189,931,1249
BIDI11,202107,ALPA4,0.738422511003613,939,1333
BIDI3,201909,ALPA3,0.887684180813207,89,282
BIDI3,201909,BBRK3,0.857959446117476,437,282
BIDI3,201910,ALPA3,0.911875819429058,182,282
BIDI3,201910,BBRK3,0.888373144309211,432,282
BIDI3,201911,ALPA3,0.968086322798747,178,277
BIDI3,201911,BBRK3,0.887549557128316,416,277
BIDI3,201912,ALPA3,0.98136600305591,186,282
BIDI3,201912,BBRK3,0.771422972795567,419,282
BIDI3,202001,BBRK3,0.765383700252099,437,361
BIDI3,202002,BBRK3,0.854536424729963,457,123
BIDI3,202005,BBRK3,0.754335634081261,467,138
BIDI3,202006,BBRK3,0.76919110861525,466,142
BIDI3,202007,BBRK3,0.778936149118441,473,209
BIDI3,202008,BBRK3,0.889208336906928,465,211
BIDI3,202009,BBRK3,0.904623291631876,449,229
BIDI3,202010,BBRK3,0.909530827850451,462,314
BIDI3,202011,BBRK3,0.851247878852579,465,423
BIDI3,202011,BIDI11,0.740278266977281,726,423
BIDI3,202012,BBRK3,0.826462395269401,476,432
BIDI3,202012,BIDI11,0.828581668271031,718,432
BIDI3,202101,BBRK3,0.819786303883075,479,433
BIDI3,202101,BIDI11,0.824404823091309,742,433
BIDI3,202102,BBRK3,0.808069939324446,488,446
BIDI3,202102,BIDI11,0.872914149443257,837,446
BIDI3,202103,BBRK3,0.798981064241682,487,333
BIDI3,202103,BIDI11,0.810445351286684,835,333
BIDI3,202104,BBRK3,0.771999801995999,490,332
BIDI3,202109,ALPK3,0.722436002978967,243,354
BIDI3,202111,BIDI11,0.708265022584726,1385,413
BIDI3,202112,BIDI11,0.747391137200294,1383,441
BIDI4,201806,ALPA4,0.815071741515351,432,499
BIDI4,201806,ANIM3,0.73087033603824,423,499
BIDI4,201807,ALPA4,0.818572318755382,472,498
BIDI4,201808,ALPA4,0.833613845978644,403,496
BIDI4,201808,ANIM3,0.764466457235093,463,496
BIDI4,201809,ALPA4,0.842235970593866,394,498
BIDI4,201809,ANIM3,0.758236515823825,428,498
BIDI4,201810,ALPA4,0.843761837696335,398,496
BIDI4,201810,ANIM3,0.75579133212859,433,496
BIDI4,201811,ALPA4,0.860365913747338,397,494
BIDI4,201811,ANIM3,0.712392523400758,409,494
BIDI4,201812,ALPA4,0.91431690527418,406,505
BIDI4,201812,ANIM3,0.712038515930523,412,505
BIDI4,201901,ALPA4,0.929844979880884,433,460
BIDI4,201901,ANIM3,0.805984442159984,403,460
BIDI4,201902,ALPA4,0.936292640911603,599,485
BIDI4,201902,ANIM3,0.745947799844463,522,485
BIDI4,201903,ALPA4,0.92270965603382,547,497
BIDI4,201903,ANIM3,0.72934261706434,502,497
BIDI4,201904,ALPA4,0.745472153568694,547,604
BIDI4,201906,ALPA4,0.863532493350004,590,612
BIDI4,201907,ALPA4,0.740879569915324,623,559
BIDI4,201909,ALPA3,0.722278008426708,89,498
BIDI4,201909,BBRK3,0.701076700388974,437,498
BIDI4,201909,BIDI3,0.802480035974219,282,498
BIDI4,201911,ALPA3,0.70249274962943,178,293
BIDI4,201911,BIDI3,0.731409128609516,277,293
BIDI4,202001,BIDI3,0.869099098457737,361,383
BIDI4,202003,BBRK3,0.78622450325331,468,496
BIDI4,202003,BIDI3,0.767631935694656,124,496
BIDI4,202004,BBRK3,0.756327630813309,464,497
BIDI4,202004,BIDI3,0.801493259833969,125,497
BIDI4,202005,BBRK3,0.73747393234955,467,544
BIDI4,202005,BIDI3,0.89671122107712,138,544
BIDI4,202006,BIDI11,0.761280518132223,588,564
BIDI4,202006,BIDI3,0.853473267115984,142,564
BIDI4,202007,BIDI11,0.800316643500833,652,637
BIDI4,202007,BIDI3,0.790488314618647,209,637
BIDI4,202008,BIDI11,0.853442375380337,721,654
BIDI4,202008,BIDI3,0.715511844412622,211,654
BIDI4,202009,ABEV3,0.873229776809808,1061,619
BIDI4,202009,ALPA4,0.842145332800926,797,619
BIDI4,202009,ALPK3,0.812580439387837,259,619
BIDI4,202009,ANIM3,0.863436164991565,630,619
BIDI4,202009,BIDI11,0.950130740989277,683,619
BIDI4,202010,ABEV3,0.847205898789516,1011,685
BIDI4,202010,ALPA4,0.839180143221924,817,685
BIDI4,202010,ALPK3,0.80901907646458,270,685
BIDI4,202010,ANIM3,0.842762898078296,645,685
BIDI4,202010,BIDI11,0.947640098300312,744,685
BIDI4,202011,ABEV3,0.844161622642502,1025,669
BIDI4,202011,ALPA4,0.824442147442872,830,669
BIDI4,202011,ALPK3,0.856880179303435,269,669
BIDI4,202011,ANIM3,0.758762433045828,645,669
BIDI4,202011,BIDI11,0.952240748253914,726,669
BIDI4,202012,ABEV3,0.814002373110228,1052,666
BIDI4,202012,ALPA4,0.75656560297014,837,666
BIDI4,202012,ALPK3,0.85833510535999,228,666
BIDI4,202012,ANIM3,0.797803507380809,733,666
BIDI4,202012,BIDI11,0.941692217182195,718,666
BIDI4,202012,BIDI3,0.715538498757614,432,666
BIDI4,202101,ABEV3,0.821966428096321,1092,632
BIDI4,202101,ALPK3,0.85723047188822,229,632
BIDI4,202101,ANIM3,0.759803132912399,761,632
BIDI4,202101,BIDI11,0.921804316262996,742,632
BIDI4,202101,BIDI3,0.777680314031937,433,632
BIDI4,202102,ABEV3,0.734675586410627,1107,662
BIDI4,202102,ALPK3,0.756294805690992,230,662
BIDI4,202102,BIDI11,0.911738402629815,837,662
BIDI4,202102,BIDI3,0.884318214935217,446,662
BIDI4,202103,ALPK3,0.711019457293303,231,578
BIDI4,202103,BIDI11,0.857967992567384,835,578
BIDI4,202103,BIDI3,0.93138522580283,333,578
BIDI4,202104,ABEV3,0.737478981853232,1144,574
BIDI4,202104,ALPK3,0.762739362872152,232,574
BIDI4,202104,BIDI11,0.743971675605324,879,574
BIDI4,202104,BIDI3,0.900625326640642,332,574
BIDI4,202105,ABEV3,0.703014006576916,1164,614
BIDI4,202105,ALPK3,0.735006521766157,239,614
BIDI4,202105,BIDI3,0.910793342166769,337,614
BIDI4,202106,ABEV3,0.710728028770586,1181,631
BIDI4,202106,ALPK3,0.752626286719824,236,631
BIDI4,202106,BIDI3,0.911953124350884,324,631
BIDI4,202107,ALPK3,0.716077093643922,238,712
BIDI4,202107,BIDI3,0.926111413668677,330,712
BIDI4,202108,BIDI3,0.954805485040559,342,778
BIDI4,202109,BIDI3,0.914880271176277,354,833
BIDI4,202110,BIDI11,0.714720340427547,1377,1148
BIDI4,202110,BIDI3,0.962528087199569,422,1148
BIDI4,202111,BIDI11,0.770207236007424,1385,1175
BIDI4,202111,BIDI3,0.955567100039034,413,1175
BIDI4,202112,BIDI11,0.781904926009065,1383,1110
BIDI4,202112,BIDI3,0.956673842451398,441,1110
BKBR3,201806,ARZZ3,0.724721374663538,421,258
BKBR3,201908,ALPA4,0.892135335664438,662,564
BKBR3,201908,ANIM3,0.774736279943536,589,564
BKBR3,201909,ALPA4,0.864288986162161,582,593
BKBR3,201909,ANIM3,0.785711897928789,552,593
BKBR3,201910,ALPA4,0.782821331946469,592,596
BKBR3,201910,ANIM3,0.731277791302338,560,596
BKBR3,201911,ALPA4,0.833784421394481,603,599
BKBR3,201911,ANIM3,0.794203748495882,582,599
BKBR3,201911,BIDI11,0.792002513414182,681,599
BKBR3,201912,ALPA4,0.830120083967474,624,608
BKBR3,201912,ANIM3,0.837621728847118,597,608
BKBR3,201912,BIDI11,0.820787621036872,679,608
BKBR3,202001,ALPA4,0.781407127024759,642,593
BKBR3,202001,ANIM3,0.82611203729017,618,593
BKBR3,202001,BIDI11,0.828561752895917,653,593
BKBR3,202002,ALPA4,0.767495631328848,692,643
BKBR3,202002,ANIM3,0.834365176503211,694,643
BKBR3,202002,BIDI11,0.835201967910805,715,643
BKBR3,202003,ALPA4,0.774960594343645,684,616
BKBR3,202003,ANIM3,0.820836810463876,675,616
BKBR3,202003,BIDI11,0.927274140491818,670,616
BKBR3,202004,ALPA4,0.778154991763489,737,625
BKBR3,202004,ANIM3,0.911447940295021,604,625
BKBR3,202004,AZUL4,0.779747764908358,986,625
BKBR3,202004,BIDI11,0.914904595658028,584,625
BKBR3,202005,ALPA4,0.771597681453413,763,647
BKBR3,202005,ANIM3,0.948191208229683,656,647
BKBR3,202005,BIDI11,0.891199704445951,580,647
BKBR3,202006,ALPA4,0.790018932861606,763,661
BKBR3,202006,ALPK3,0.799459354176377,394,661
BKBR3,202006,ANIM3,0.932707100022807,670,661
BKBR3,202006,BIDI11,0.87403387248759,588,661
BKBR3,202007,ALPA4,0.758497084338322,765,667
BKBR3,202007,ALPK3,0.782297673034795,402,667
BKBR3,202007,ANIM3,0.928223618425436,689,667
BKBR3,202007,BIDI11,0.881882322997316,652,667
BKBR3,202008,ABEV3,0.80374021810447,1048,632
BKBR3,202008,ALPA4,0.835622351884304,786,632
BKBR3,202008,ALPK3,0.830762287015808,407,632
BKBR3,202008,ANIM3,0.929983267689277,633,632
BKBR3,202008,BIDI11,0.890351273975272,721,632
BKBR3,202009,ABEV3,0.936201845963285,1061,606
BKBR3,202009,ALPA4,0.844738997186673,797,606
BKBR3,202009,ALPK3,0.877219877150862,259,606
BKBR3,202009,ANIM3,0.925661354106364,630,606
BKBR3,202009,BIDI11,0.86410366265391,683,606
BKBR3,202009,BIDI4,0.924339701632458,619,606
BKBR3,202010,ABEV3,0.935435174859166,1011,633
BKBR3,202010,ALPA4,0.818747318434106,817,633
BKBR3,202010,ALPK3,0.89394894747658,270,633
BKBR3,202010,ANIM3,0.926966748298458,645,633
BKBR3,202010,BIDI11,0.834538610691381,744,633
BKBR3,202010,BIDI4,0.903055855092496,685,633
BKBR3,202011,ABEV3,0.918842852101889,1025,622
BKBR3,202011,ALPA4,0.831410041840093,830,622
BKBR3,202011,ALPK3,0.929889839214465,269,622
BKBR3,202011,ANIM3,0.825183813313872,645,622
BKBR3,202011,BIDI11,0.893885812703866,726,622
BKBR3,202011,BIDI4,0.949584711906739,669,622
BKBR3,202012,ABEV3,0.912097593275133,1052,659
BKBR3,202012,ALPA4,0.763901302824484,837,659
BKBR3,202012,ALPK3,0.963162334748189,228,659
BKBR3,202012,ANIM3,0.872920768520022,733,659
BKBR3,202012,BIDI11,0.856227823845416,718,659
BKBR3,202012,BIDI4,0.928707104965588,666,659
BKBR3,202101,ABEV3,0.919964027632141,1092,653
BKBR3,202101,ALPK3,0.958178900797427,229,653
BKBR3,202101,ANIM3,0.83408092663477,761,653
