sinal,horizonte,n_meses,spread_medio_pp,t_fm,p_fm
CIO peer momentum,2,53,0.228504261482959,0.177599068540918,0.859727876091508
CIO peer momentum,acum-1a3,52,3.28946363687608,1.59980549255076,0.115819106657242
