sinal,horizonte,n_meses,spread_pp,t_fm,p_fm
Persist-alfa,1,23,1.50582455438403,1.77655117654077,0.0894745642406436
Persist-alfa,3,21,0.314584531702623,0.527910935734141,0.603369676340638
Persist-alfa,6,18,0.409551429905777,0.59246210152891,0.56133974925391
