ticker,ym,tercil_hhi,deg_avg_sub,eigen_cent_sub,n_tickers_subgrupo
BRDT3,202002,1,0.327865426171023,0.90352023017865,78
BTOW3,202002,1,0.219041409637565,0.616288746079102,78
CCRO3,202002,1,0.201702267133135,0.544577557552094,78
CESP6,202002,1,0.278986318699739,0.7886882625061,78
CIEL3,202002,1,0.168964979662909,0.453307355560282,78
CMIG4,202002,1,0.221415173180637,0.635576798252255,78
COGN3,202002,1,0.195130331042732,0.532710631184995,78
CPFE3,202002,1,0.265857232862204,0.753338483822057,78
CPLE6,202002,1,0.177908449859839,0.45806611123518,78
CSAN3,202002,1,0.186103933746762,0.502892223849579,78
CSMG3,202002,1,0.253545239268612,0.679426641297979,78
CSNA3,202002,1,0.104024347371997,0.266572975791256,78
CVCB3,202002,1,0.186871504141456,0.448696555898343,78
CYRE3,202002,1,0.210185394355643,0.558126844231156,78
ELET3,202002,1,0.249458331388609,0.669735109225599,78
