ticker,ym,n_fundos,mean_peso,cv_peso,wmean_peso,cv_peso_ponderado
OIBR3,201911,550,0.00156721345700342,2.34761803741071,0.00156464058267506,1.5308515696305
RAIL3,201911,987,0.00891744801817604,1.92295387736782,0.0101737383369085,1.71454822115532
CIEL3,201911,933,0.00214105472899736,2.43697375961389,0.00235837596663609,2.25029481928811
JHSF3,201911,510,0.00214898941971814,4.89304386130315,0.0016227077590913,4.67575672110015
ODPV3,201911,575,0.00114123482734656,4.02476427236026,0.00101210469903055,3.38213915949457
TOTS3,201911,824,0.00900376862323881,1.6426493871901,0.0129424809810372,1.3284376679882
VIVA3,201911,713,0.00536638100748956,1.5625735876625,0.00662204372815058,1.23968518318479
GNDI3,201911,1018,0.00684188208211714,1.74539682174453,0.00692667060570676,1.72721561814614
BTOW3,201911,945,0.00349456792724486,2.16272568927864,0.00318080306998868,2.1762550396636
BRAP4,201911,941,0.00400237173880107,2.36310260239443,0.0035020857073893,2.06986930324842
LOGN3,201911,408,0.00178374874367298,4.13360171563123,0.00172100806608411,2.86145358023982
CPLE6,201911,651,0.00479447633694929,2.39507526448945,0.00502300144386682,2.40953607161879
TAEE11,201911,863,0.0025791590311675,3.54275958075442,0.00235117573690039,3.48779123997983
BRKM5,201911,808,0.00106216322857026,3.34733480079079,0.000630347859292023,2.61579823230983
MULT3,201911,1021,0.00480412693071251,2.35357736935308,0.00628388824837009,2.48144246685156
HYPE3,201911,865,0.00323436736676521,2.21308195770817,0.00362929419252798,2.18210344028911
BRPR3,201911,675,0.00225166235544159,2.18808001406541,0.00258870346849944,1.53993168624212
LINX3,201911,691,0.00293563573516065,2.93608419597536,0.00395394001605844,2.15926250656477
EQTL3,201911,1096,0.0176045417860665,2.18244543198201,0.0182047161100266,1.7636947313954
IRBR3,201911,987,0.00744639429247644,1.73382590819974,0.00874957630508033,1.83032755242823
DTEX3,201911,587,0.00352461111530902,2.39919931506328,0.00510356309169976,2.09245260988261
BBSE3,201911,843,0.00316572725148535,2.44312485067274,0.00279263604556909,2.38177699449802
VIVT3,201911,416,0.000340095698566799,6.4820610643374,0.000500272693076588,5.140876153376
CPFE3,201911,763,0.00538599734478273,2.14577056601848,0.00536596963828531,1.91779246573245
CSMG3,201911,684,0.00363646630406264,2.10704140032847,0.00451446498304982,1.59033534066287
CVCB3,201911,1045,0.00492119337797963,1.86721714430097,0.00383728854558675,2.07420969594066
EGIE3,201911,868,0.00379462814050636,2.92406096489554,0.00399684431410259,2.76421029409267
ENBR3,201911,932,0.00512099439639942,2.14994372566847,0.00531658572941216,1.98883160311873
CCRO3,201911,894,0.0047465336089941,3.78086806589764,0.00384674077011837,2.45046160654201
CMIG4,201911,942,0.00437256002207268,2.33223599715805,0.00423431913497824,2.34502327258412
OMGE3,201911,688,0.00622109810538778,2.09975701920849,0.00735144493737428,1.85243946730485
VIVT4,201911,871,0.00398557421062763,3.25052323460119,0.002716866657254,2.81915489924541
PCAR4,201911,912,0.00382740822309984,1.63692320963546,0.00430455985198095,1.65042193597939
TEND3,201911,594,0.0028982074708261,5.44722086192292,0.00326600316558944,3.01853986737263
IGTA3,201911,1032,0.004793443647705,1.82221954642691,0.00517365714302057,1.71667682079944
GOAU4,201911,936,0.00295814192656768,3.62618324242791,0.00291316837161326,3.1576850616674
ELET6,201911,963,0.00397616227014526,1.73157786033248,0.00473908564232097,1.5703934171801
ELET3,201911,945,0.00346747791771867,1.63324859172185,0.00329427161772206,1.49070937507098
ENGI11,201911,821,0.00731187238121671,1.84344143538435,0.0103441917862081,1.84682176232513
CSNA3,201911,807,0.00166022582819949,4.50567600942196,0.00118371274115531,4.26634324612056
ENEV3,201911,825,0.011684587061385,1.59605717003724,0.01367496308721,1.59567508894247
MRVE3,201911,959,0.0056652745544054,2.18787029379761,0.00719278218456605,2.08133029941256
RAPT4,201911,613,0.00163478876823217,4.07182578925291,0.00122886709238584,4.23334774564747
BKBR3,201911,619,0.0017333915945291,2.50128505212939,0.00234066527648751,2.15607829146774
WEGE3,201911,903,0.00449610268452856,2.82702969135235,0.00304215904704381,2.17447671337905
NATU3,201911,1051,0.00908350121825488,1.66530650269756,0.00759363196048287,1.74623956051943
CSAN3,201911,929,0.00564931865253568,2.9977524923659,0.00559730153698133,2.43023952172811
FLRY3,201911,904,0.00404914872274992,2.29484052603605,0.00423939654993148,2.02681065240152
LAME4,201911,903,0.00407195592932882,1.59811116541812,0.00372148099804729,1.48719471948647
MRFG3,201911,828,0.00117849946686859,5.27641050814507,0.000605463096145607,4.53421071422916
SMLS3,201911,849,0.00170239379432753,1.97611463800661,0.00177530178893655,1.88628951395055
IDNT3,201911,229,3.18567793595425e-05,2.03181761324699,9.25843734178039e-05,1.25911500073537
SANB11,201911,851,0.00279072569360173,2.29581047948767,0.00313063859765363,2.18542179348323
PSSA3,201911,517,0.00198989120350872,3.39206116059272,0.00178936818994324,2.97851617715289
GOLL4,201911,890,0.00170176681369584,3.36474942068318,0.00166833581861683,2.85545055066248
AZEV4,201911,168,3.91804516424636e-11,2.20779406085327,9.66068923222993e-11,1.83756905235255
PETR4,201911,1208,0.0344511460868215,1.07101117331802,0.036110296362347,0.954379458050327
ITSA4,201911,994,0.0130457162518957,1.32468233190877,0.0132304241912465,1.2240100586339
UGPA3,201911,1016,0.00630810456909996,1.36309117324933,0.00741121795573484,1.39873561898679
GGBR4,201911,998,0.0072507590319332,2.03919485699201,0.00840090901377796,1.37908209521397
NEOE3,201911,731,0.00629629353153595,1.80022424060122,0.00982208639245005,1.57074681481952
BRDT3,201911,1132,0.0117142124589878,1.25565596863297,0.0113365521028492,1.14120889840626
ABEV3,201911,923,0.00964211855427163,1.68868921853154,0.0112793357546443,1.57170729916304
JBSS3,201911,1028,0.0132790351468364,1.38623145147793,0.0139345541758571,1.21833496603672
TIMP3,201911,882,0.00428435172586543,2.07874153021087,0.00454450422928014,1.59542387288798
TGMA3,201911,511,0.00246410110975603,3.50150013790599,0.00401880387788766,2.38200415409084
ECOR3,201911,899,0.00282691649718802,2.45832164159706,0.00390058724383084,2.26260904471255
BPAC11,201911,960,0.00967841220034916,1.55170504262157,0.0132559436481405,1.3978081693365
VVAR3,201911,1051,0.00792870720458904,1.96950349440538,0.00812262847052084,1.92831819136801
LIGT3,201911,730,0.0063914608136899,1.98308077252734,0.00630185887004996,1.8103169756585
CYRE3,201911,1005,0.00667186793244972,1.97122140345785,0.0081922088394395,1.57434685491944
ALSO3,201911,724,0.00597519821415854,1.71020186333695,0.00679810467458543,1.52702895812881
WIZS3,201911,415,0.00133607094485607,3.74130947807379,0.00268327713907349,2.2282758418758
KROT11,201912,232,0.00120979356424638,3.77852316537983,0.00121515669738004,3.9442467687678
PETR4,201912,1200,0.0333935437149193,1.02449699116,0.0367163990244988,0.83741962137991
ITUB4,201912,1132,0.0249828939616426,1.18346289692448,0.0260903147699903,1.11797285682895
VALE3,201912,1263,0.0331266750438864,0.902393664668981,0.0312815818040911,0.875119504407649
B3SA3,201912,1209,0.0211478750815636,1.02294523877196,0.0210107979274865,0.997909373377276
CPLE3,201912,425,0.00246166779269725,4.98987010640143,0.00621608009151815,2.57615518851149
NEOE3,201912,755,0.00599623800809278,1.64059279038472,0.00849030116233087,1.32469920107349
AZUL4,201912,1009,0.00977499980488821,1.54154628572261,0.0127249311129684,1.29217536430435
BPAC11,201912,995,0.010112344702837,1.43790931493861,0.0138508834244504,1.21085493380631
LREN3,201912,1195,0.0173145433287964,1.12651593361749,0.017442907299547,1.09029103933371
BRFS3,201912,962,0.00656010280875223,1.94140266311945,0.00837044385708012,1.74429936827323
ITSA4,201912,1026,0.0123804141949872,1.37606006984494,0.0117668240511788,1.31810034151503
JBSS3,201912,1071,0.0101437224770812,1.44814909996414,0.0104920220849429,1.38752206751754
SUZB3,201912,971,0.00583408591138046,1.56062759805039,0.00721195226644523,1.65018154098978
BBDC4,201912,1120,0.0270290914358655,1.15071291781618,0.0261327969062717,1.13571713591478
SBSP3,201912,972,0.0080663026929052,1.60930976383299,0.0122796730431491,1.49314633126709
RAIL3,201912,1004,0.00818327274565283,1.91521895668155,0.00936580245582735,1.72415845418008
TGMA3,201912,604,0.0022368884209978,3.14794194011493,0.00410645287387132,2.17855020139588
COGN3,201912,928,0.00334044205083318,1.74233626105404,0.00276201563128856,1.68290776949375
GOAU4,201912,996,0.0044204494982995,2.53654712816918,0.00531605895261043,1.7666702903363
MGLU3,201912,1122,0.0141561388246422,1.39228232589255,0.0155042314862487,1.3839360761115
PETR3,201912,947,0.0118575308286292,1.31166637709989,0.0113349395148141,1.18847285836029
AMAR3,201912,792,0.0022235811390796,2.61331538750043,0.00217752864515479,2.15237861796452
BRDT3,201912,1152,0.0109712116545485,1.1850663633898,0.0108790907418931,1.05588761457657
MYPK3,201912,587,0.00208530332965058,2.89754789106233,0.00311108703040208,2.10880546394459
SULA11,201912,945,0.00995867086341073,1.450772256025,0.0102591955777911,1.33807107065213
AALR3,201912,503,0.00243769518346267,11.7145159810763,0.00157789707151805,6.88196114351738
GUAR3,201912,636,0.00230823022042449,3.03104995928252,0.00475060787949461,2.19026212142153
CMIG4,201912,965,0.00490090650960014,2.22543347212216,0.00535978977229194,1.91670507113124
BBAS3,201912,1161,0.0224941266164953,1.06880138901064,0.0239700699073097,0.928652450192309
HAPV3,201912,983,0.00897389828109161,1.34505127843815,0.0100771478702507,1.13343244474772
RENT3,201912,1159,0.0149358243065919,1.24547715524518,0.0158555629425625,1.15324546909932
TIMP3,201912,954,0.00536057238591436,1.71075500171649,0.00613395633805967,1.3060780932862
OMGE3,201912,740,0.0069743195706746,5.52269214951796,0.00638753693877247,2.39933785824216
VIVT3,201912,437,0.000417925442158287,4.63867827668465,0.000707679467004046,3.36037879393217
CESP6,201912,883,0.00917908579307739,1.34567139248625,0.0104567716906141,1.1565881641091
BRML3,201912,1044,0.00999628561753726,1.97476563025805,0.0103242625244692,2.08246927404314
GGBR4,201912,1041,0.00796110044983906,1.91230128023983,0.00877189420501492,1.13386294965277
BRSR6,201912,640,0.00311803191840391,2.19809587693698,0.0047303932295118,1.64309877072752
EMBR3,201912,862,0.00194603560855679,1.84929946936851,0.00205366730089754,1.65815437475345
ENEV3,201912,868,0.0115846019384527,1.55879910632617,0.0136833427801873,1.5635381553378
YDUQ3,201912,1023,0.0069436262096824,2.04914499929031,0.00718665242872524,2.13367118822083
EGIE3,201912,901,0.00387147148368666,2.65536946874999,0.00389749532860538,2.54198784320112
GNDI3,201912,1095,0.00990437484883013,1.40557766873421,0.0110231425393351,1.32577224866166
CMIG3,201912,718,0.00292765787946711,1.93011090547991,0.00434161322606559,1.43100799767546
RDNI3,201912,326,0.000126530819290163,2.18526678654038,0.000392177955065963,1.45087645292897
IRBR3,201912,965,0.00727013776996051,1.93865685420253,0.00888223562261193,2.0082045079489
BBDC3,201912,852,0.00405027250306483,1.64205070761389,0.00406642169810602,1.59952187554639
BTOW3,201912,955,0.00470346266112602,1.74561108506694,0.00451847348550677,1.63062063541462
MULT3,201912,1039,0.0053522460163198,2.14432799057118,0.00705484508452568,2.35493516487068
ECOR3,201912,900,0.00272597456783725,2.01605312657211,0.00426298175728023,1.84828706017469
BRAP4,201912,970,0.00423794290914565,2.15789469972238,0.00424951838870906,1.71678275138219
KLBN11,201912,866,0.00318953782729606,5.19228028510782,0.00146379321931,6.8049093141619
