setor,ym,valor_setor,n_fundos_setor,n_tickers_setor,aum_total_mes,share_setor,share_prev1,share_prev3,delta_share_1m,delta_share_3m
"Alimentos, Bebidas e Agropecuaria",202010,7743916054.68938,1395,13,295647634336.712,0.0261930594238067,0.0321882510407525,0.0340172351035746,-0.00599519161694578,-0.00782417567976786
"Alimentos, Bebidas e Agropecuaria",202011,8233016616.30892,1400,13,299801671876.546,0.0274615433755792,0.0261930594238067,0.0348401794116453,0.00126848395177247,-0.00737863603606612
"Alimentos, Bebidas e Agropecuaria",202012,8280964791.54222,1442,13,338355791333.908,0.0244741334525293,0.0274615433755792,0.0321882510407525,-0.00298740992304989,-0.0077141175882232
"Alimentos, Bebidas e Agropecuaria",202101,8515770473.26941,1469,13,360822900221.747,0.0236009700826526,0.0244741334525293,0.0261930594238067,-0.000873163369876681,-0.0025920893411541
"Alimentos, Bebidas e Agropecuaria",202102,9362271589.12136,1465,14,370861754009.869,0.0252446403218818,0.0236009700826526,0.0274615433755792,0.00164367023922921,-0.00221690305369736
"Alimentos, Bebidas e Agropecuaria",202103,10549261990.9613,1479,14,372866953779.464,0.0282922953724688,0.0252446403218818,0.0244741334525293,0.00304765505058698,0.0038181619199395
"Alimentos, Bebidas e Agropecuaria",202104,9510042763.4211,1526,15,384788861134.105,0.0247149637736179,0.0282922953724688,0.0236009700826526,-0.00357733159885091,0.00111399369096527
"Alimentos, Bebidas e Agropecuaria",202105,9706384261.42166,1513,15,406817654924.974,0.0238592994770881,0.0247149637736179,0.0252446403218818,-0.000855664296529762,-0.0013853408447937
"Alimentos, Bebidas e Agropecuaria",202106,9775287907.65263,1540,15,411630272922.735,0.0237477380811773,0.0238592994770881,0.0282922953724688,-0.00011156139591087,-0.00454455729129154
"Alimentos, Bebidas e Agropecuaria",202107,13358373071.7973,1702,18,425862992539.65,0.0313677715739846,0.0237477380811773,0.0247149637736179,0.00762003349280735,0.00665280780036671
"Alimentos, Bebidas e Agropecuaria",202108,13138186385.6347,1711,18,401274376757.939,0.0327411545481262,0.0313677715739846,0.0238592994770881,0.00137338297414155,0.00888185507103803
"Alimentos, Bebidas e Agropecuaria",202109,15923256489.2595,1734,19,393911169414.151,0.0404234703802422,0.0327411545481262,0.0237477380811773,0.00768231583211602,0.0166757322990649
"Alimentos, Bebidas e Agropecuaria",202110,14841979773.8482,1751,19,353691039535.72,0.0419631206754087,0.0404234703802422,0.0313677715739846,0.00153965029516656,0.0105953491014241
"Alimentos, Bebidas e Agropecuaria",202111,12527034123.1451,1767,19,325255185819.354,0.0385144793051896,0.0419631206754087,0.0327411545481262,-0.00344864137021919,0.0057733247570634
"Alimentos, Bebidas e Agropecuaria",202112,11803232698.6299,1801,19,312951418870.811,0.0377158625489486,0.0385144793051896,0.0404234703802422,-0.000798616756241002,-0.00270760783129363
Bancos,201704,14741641028.6329,1227,21,71529884098.216,0.206090660071411,0.202932279307518,0.192677983489498,0.00315838076389285,0.0134126765819133
Bancos,201705,12940347831.675,1231,20,69641670458.5266,0.18581328888975,0.206090660071411,0.192090949656801,-0.0202773711816609,-0.0062776607670505
Bancos,201706,13098597963.8162,1224,20,69214733102.5099,0.189245806155413,0.18581328888975,0.202932279307518,0.00343251726566252,-0.0136864731521055
Bancos,201707,12201166867.9563,1192,20,67346539531.8401,0.181169915377579,0.189245806155413,0.206090660071411,-0.00807589077783352,-0.0249207446938319
Bancos,201708,13168826021.6844,1211,20,75727711489.0053,0.17389705515657,0.181169915377579,0.18581328888975,-0.00727286022100884,-0.0119162337331798
Bancos,201709,13830392943.0012,1194,20,84659901739.7102,0.16336415066395,0.17389705515657,0.189245806155413,-0.0105329044926207,-0.0258816554914631
Bancos,201710,14457980882.6264,1228,19,87889104061.879,0.164502540297227,0.16336415066395,0.181169915377579,0.00113838963327739,-0.0166673750803522
Bancos,201711,15167578466.941,1216,19,88307465319.936,0.171758734235992,0.164502540297227,0.17389705515657,0.00725619393876514,-0.0021383209205782
Bancos,201712,15423832284.5718,1214,20,87692181695.9998,0.175886059466979,0.171758734235992,0.16336415066395,0.00412732523098724,0.0125219088030298
Bancos,201801,17827883905.7272,1210,19,94549805856.5787,0.188555478715314,0.175886059466979,0.164502540297227,0.0126694192483342,0.0240529384180866
Bancos,201802,17544828937.0358,1186,19,97110292371.6627,0.180669098079613,0.188555478715314,0.171758734235992,-0.00788638063570099,0.00891036384362046
Bancos,201803,19988590312.3548,1205,20,108484322569.548,0.184253262028164,0.180669098079613,0.175886059466979,0.00358416394855121,0.00836720256118442
Bancos,201804,20738685169.9133,1208,23,112852815596.265,0.183767547671179,0.184253262028164,0.188555478715314,-0.000485714356985106,-0.00478793104413489
