setor,ym,valor_setor,n_fundos_setor,n_tickers_setor,aum_total_mes,share_setor,share_prev1,share_prev3,delta_share_1m,delta_share_3m
Construcao e Imobiliario,202110,13163517213.3441,1749,31,353691039535.72,0.037217559230857,0.036370814170833,0.0376668729502687,0.00084674506002401,-0.000449313719411669
Construcao e Imobiliario,202111,12890405313.3488,1740,33,325255185819.354,0.0396316673041705,0.037217559230857,0.0370475650652458,0.00241410807331345,0.00258410223892472
Construcao e Imobiliario,202112,13343699480.5226,1778,32,312951418870.811,0.0426382456697887,0.0396316673041705,0.036370814170833,0.00300657836561823,0.00626743149895569
Educacao,201704,861149301.464658,965,5,71529884098.216,0.0120390143549266,0.0106602898097368,0.0110797620549904,0.00137872454518978,0.000959252299936238
Educacao,201705,995327934.470684,1026,5,69641670458.5266,0.0142921318216143,0.0120390143549266,0.0099074483259395,0.0022531174666877,0.0043846834956748
Educacao,201706,1008365713.54572,1007,5,69214733102.5099,0.014568657110218,0.0142921318216143,0.0106602898097368,0.000276525288603665,0.00390836730048115
Educacao,201707,917480363.889788,984,5,67346539531.8401,0.013623274042997,0.014568657110218,0.0120390143549266,-0.000945383067220961,0.00158425968807041
Educacao,201708,1429790883.11039,1008,5,75727711489.0053,0.0188806825796918,0.013623274042997,0.0142921318216143,0.00525740853669481,0.00458855075807751
Educacao,201709,2723410302.7069,1083,5,84659901739.7102,0.03216883373052,0.0188806825796918,0.014568657110218,0.0132881511508282,0.017600176620302
Educacao,201710,2916314810.31922,1117,5,87889104061.879,0.0331817560486902,0.03216883373052,0.013623274042997,0.00101292231817027,0.0195584820056932
Educacao,201711,3092990121.85557,1147,5,88307465319.936,0.0350252394930569,0.0331817560486902,0.0188806825796918,0.00184348344436663,0.0161445569133651
Educacao,201712,2846615799.62514,1122,5,87692181695.9998,0.0324614548819577,0.0350252394930569,0.03216883373052,-0.00256378461109914,0.000292621151437765
Educacao,201801,2878145343.92457,1139,5,94549805856.5787,0.0304405209280957,0.0324614548819577,0.0331817560486902,-0.00202093395386204,-0.00274123512059455
Educacao,201802,2999919505.62118,1093,5,97110292371.6627,0.0308918800711651,0.0304405209280957,0.0350252394930569,0.000451359143069398,-0.00413335942189178
Educacao,201803,3038638957.75357,1118,5,108484322569.548,0.0280099362357684,0.0308918800711651,0.0324614548819577,-0.00288194383539671,-0.00445151864618935
Educacao,201804,2960150103.41466,1077,5,112852815596.265,0.0262301838706862,0.0280099362357684,0.0304405209280957,-0.00177975236508223,-0.00421033705740954
Educacao,201805,2675594602.06725,1082,5,112393039639.731,0.0238056966040219,0.0262301838706862,0.0308918800711651,-0.00242448726666424,-0.00708618346714317
Educacao,201806,2359359165.91859,1105,5,107697210646.92,0.0219073377271918,0.0238056966040219,0.0280099362357684,-0.00189835887683007,-0.00610259850857654
Educacao,201807,2093143413.82234,1095,5,104191187693.892,0.0200894476793171,0.0219073377271918,0.0262301838706862,-0.00181789004787471,-0.00614073619136902
Educacao,201808,1843164622.37574,1089,5,108043579827.41,0.0170594553171972,0.0200894476793171,0.0238056966040219,-0.00302999236211993,-0.00674624128682471
Educacao,201809,2130540286.34391,1057,5,106660522580.877,0.0199749657585673,0.0170594553171972,0.0219073377271918,0.0029155104413701,-0.00193237196862453
Educacao,201810,1600753544.39376,1068,5,116108798282.466,0.0137866687802547,0.0199749657585673,0.0200894476793171,-0.0061882969783126,-0.00630277889906242
Educacao,201811,1783691375.06221,1041,5,131193687159.846,0.0135958628320962,0.0137866687802547,0.0170594553171972,-0.000190805948158545,-0.00346359248510104
Educacao,201812,1965011330.42995,1081,5,140270231627.397,0.0140087551551897,0.0135958628320962,0.0199749657585673,0.000412892323093514,-0.00596621060337763
Educacao,201901,2424751482.63122,1150,5,142316178989.126,0.0170377781349546,0.0140087551551897,0.0137866687802547,0.00302902297976491,0.00325110935469988
Educacao,201902,2433749589.13911,1141,5,160744912098.041,0.0151404455504926,0.0170377781349546,0.0135958628320962,-0.00189733258446196,0.00154458271839646
Educacao,201903,2128975536.29184,1128,5,162201074038.707,0.0131255329159151,0.0151404455504926,0.0140087551551897,-0.00201491263457751,-0.00088322223927456
Educacao,201904,1962738252.58317,1113,6,162912423696.299,0.0120478119964755,0.0131255329159151,0.0170377781349546,-0.0010777209194396,-0.00498996613847907
Educacao,201905,2137279904.25754,1141,5,164994815118.071,0.0129536185893362,0.0120478119964755,0.0151404455504926,0.000905806592860683,-0.00218682696115643
Educacao,201906,2304984766.89854,1132,5,181024072690.824,0.012733028997946,0.0129536185893362,0.0131255329159151,-0.000220589591390253,-0.000392503917969168
Educacao,201907,2553157811.57023,1204,5,189109026939.336,0.0135009832840463,0.012733028997946,0.0120478119964755,0.000767954286100299,0.00145317128757073
Educacao,201908,2976880275.35133,1220,5,194213307753.444,0.0153278902964287,0.0135009832840463,0.0129536185893362,0.00182690701238243,0.00237427170709247
Educacao,201909,3082162284.64461,1190,5,207052548171.914,0.0148858940006162,0.0153278902964287,0.012733028997946,-0.000441996295812435,0.00215286500267029
Educacao,201910,3047872493.77626,1201,5,220895558360.9,0.0137977989072855,0.0148858940006162,0.0135009832840463,-0.00108809509333073,0.000296815623239265
Educacao,201911,3429705615.31039,1170,5,224375513401.092,0.0152855610816117,0.0137977989072855,0.0153278902964287,0.00148776217432622,-4.23292148169409e-05
Educacao,201912,3439472416.95049,1159,5,252163993347.622,0.0136398237166596,0.0152855610816117,0.0148858940006162,-0.00164573736495211,-0.00124607028395661
Educacao,202001,4878863323.3386,1228,5,288436917407.342,0.0169148365860826,0.0136398237166596,0.0137977989072855,0.00327501286942298,0.0031170376787971
Educacao,202002,5888465969.19703,1235,5,318494156129.479,0.0184884584406728,0.0169148365860826,0.0152855610816117,0.00157362185459023,0.0032028973590611
Educacao,202003,3261714186.18459,1268,5,285182474982.678,0.0114372883059617,0.0184884584406728,0.0136398237166596,-0.00705117013471118,-0.00220253541069797
Educacao,202004,2654311393.59785,1188,5,204172537148.607,0.0130003350630154,0.0114372883059617,0.0169148365860826,0.00156304675705378,-0.00391450152306717
Educacao,202005,2657074013.46501,1209,5,228072791871.752,0.011650113946775,0.0130003350630154,0.0184884584406728,-0.00135022111624044,-0.00683834449389784
Educacao,202006,3477874763.10889,1231,5,249404854213.553,0.013944695559658,0.011650113946775,0.0114372883059617,0.00229458161288303,0.00250740725369637
Educacao,202007,3495843640.59602,1268,5,283083166709.971,0.0123491752661423,0.013944695559658,0.0130003350630154,-0.00159552029351568,-0.000651159796873097
Educacao,202008,2897802239.08715,1279,5,307767606232.894,0.00941555310045959,0.0123491752661423,0.011650113946775,-0.00293362216568276,-0.00223456084631541
Educacao,202009,2502969806.54682,1235,5,306678059731.494,0.00816155485246725,0.00941555310045959,0.013944695559658,-0.00125399824799234,-0.00578314070719078
Educacao,202010,1972302548.74204,1209,5,295647634336.712,0.00667112575809009,0.00816155485246725,0.0123491752661423,-0.00149042909437716,-0.00567804950805226
Educacao,202011,2217679484.19091,1231,5,299801671876.546,0.00739715516030919,0.00667112575809009,0.00941555310045959,0.000726029402219095,-0.0020183979401504
Educacao,202012,2949580399.54965,1276,5,338355791333.908,0.00871739297832452,0.00739715516030919,0.00816155485246725,0.00132023781801534,0.000555838125857274
Educacao,202101,3089161187.12578,1269,5,360822900221.747,0.00856143328271933,0.00871739297832452,0.00667112575809009,-0.000155959695605199,0.00189030752462924
Educacao,202102,3233142119.33104,1370,6,370861754009.869,0.00871791734891328,0.00856143328271933,0.00739715516030919,0.000156484066193953,0.00132076218860409
Educacao,202103,3118066702.01262,1388,6,372866953779.464,0.00836241096296464,0.00871791734891328,0.00871739297832452,-0.000355506385948641,-0.000354982015359887
Educacao,202104,3285557988.79728,1375,6,384788861134.105,0.00853859952991781,0.00836241096296464,0.00856143328271933,0.000176188566953176,-2.2833752801512e-05
Educacao,202105,3716691273.45967,1351,6,406817654924.974,0.00913601272822122,0.00853859952991781,0.00871791734891328,0.000597413198303403,0.000418095379307938
Educacao,202106,4352096489.82132,1405,6,411630272922.735,0.0105728290072539,0.00913601272822122,0.00836241096296464,0.00143681627903265,0.00221041804428923
Educacao,202107,3823762756.0357,1410,6,425862992539.65,0.00897885663469497,0.0105728290072539,0.00853859952991781,-0.00159397237255889,0.00044025710477716
Educacao,202108,3010866027.91488,1417,6,401274376757.939,0.00750326011902605,0.00897885663469497,0.00913601272822122,-0.00147559651566892,-0.00163275260919516
Educacao,202109,2621326686.86467,1456,6,393911169414.151,0.00665461375660727,0.00750326011902605,0.0105728290072539,-0.000848646362418781,-0.00391821525064659
Educacao,202110,2162627803.45748,1474,6,353691039535.72,0.00611445459940489,0.00665461375660727,0.00897885663469497,-0.000540159157202382,-0.00286440203529008
Educacao,202111,2358939778.54629,1494,6,325255185819.354,0.00725258160789615,0.00611445459940489,0.00750326011902605,0.00113812700849126,-0.000250678511129905
Educacao,202112,2410347238.8039,1499,6,312951418870.811,0.00770198533529868,0.00725258160789615,0.00665461375660727,0.000449403727402526,0.0010473715786914
Energia Eletrica,201704,9699546740.00383,1239,50,71529884098.216,0.135601320515012,0.137833659001596,0.140974383235482,-0.00223233848658433,-0.00537306272046964
Energia Eletrica,201705,9263265831.04331,1249,49,69641670458.5266,0.133013263037104,0.135601320515012,0.138652323246165,-0.00258805747790797,-0.00563906020906097
Energia Eletrica,201706,9426727735.26371,1246,49,69214733102.5099,0.136195392407312,0.133013263037104,0.137833659001596,0.00318212937020812,-0.00163826659428418
Energia Eletrica,201707,9605779596.94776,1215,49,67346539531.8401,0.142632118349694,0.136195392407312,0.135601320515012,0.00643672594238201,0.00703079783468216
Energia Eletrica,201708,10280873075.3146,1222,50,75727711489.0053,0.135761042730141,0.142632118349694,0.133013263037104,-0.00687107561955289,0.00274777969303724
Energia Eletrica,201709,10742948377.8309,1235,53,84659901739.7102,0.126895356090307,0.135761042730141,0.136195392407312,-0.00886568663983445,-0.00930003631700532
Energia Eletrica,201710,11242395297.5198,1224,50,87889104061.879,0.127915688952803,0.126895356090307,0.142632118349694,0.00102033286249623,-0.0147164293968911
Energia Eletrica,201711,9283009206.6815,1214,50,88307465319.936,0.105121454602387,0.127915688952803,0.135761042730141,-0.0227942343504161,-0.0306395881277543
Energia Eletrica,201712,8142923268.42982,1207,49,87692181695.9998,0.0928580303391091,0.105121454602387,0.126895356090307,-0.0122634242632778,-0.0340373257511976
Energia Eletrica,201801,9045649329.03824,1190,50,94549805856.5787,0.0956707340336527,0.0928580303391091,0.127915688952803,0.00281270369454353,-0.0322449549191503
Energia Eletrica,201802,9949119416.0108,1169,51,97110292371.6627,0.102451750201032,0.0956707340336527,0.105121454602387,0.00678101616737967,-0.00266970440135457
Energia Eletrica,201803,10841080119.3397,1208,52,108484322569.548,0.099932228570535,0.102451750201032,0.0928580303391091,-0.00251952163049732,0.00707419823142588
Energia Eletrica,201804,11148629474.6329,1219,50,112852815596.265,0.0987891123117174,0.099932228570535,0.0956707340336527,-0.00114311625881762,0.00311837827806473
Energia Eletrica,201805,11565622883.4142,1231,50,112393039639.731,0.102903373024585,0.0987891123117174,0.102451750201032,0.00411426071286733,0.000451622823552392
Energia Eletrica,201806,10226499837.1,1234,50,107697210646.92,0.0949560325255505,0.102903373024585,0.099932228570535,-0.00794734049903424,-0.00497619604498453
Energia Eletrica,201807,9928270841.83608,1232,47,104191187693.892,0.0952889688809848,0.0949560325255505,0.0987891123117174,0.000332936355434355,-0.00350014343073256
Energia Eletrica,201808,10305691297.9317,1243,50,108043579827.41,0.0953845782821532,0.0952889688809848,0.102903373024585,9.56094011683867e-05,-0.0075187947424315
Energia Eletrica,201809,9459338635.36266,1215,47,106660522580.877,0.0886864081149609,0.0953845782821532,0.0949560325255505,-0.00669817016719229,-0.00626962441058955
Energia Eletrica,201810,11571976750.7114,1288,47,116108798282.466,0.0996649428974323,0.0886864081149609,0.0952889688809848,0.0109785347824714,0.00437597401644745
Energia Eletrica,201811,13001374915.3252,1289,46,131193687159.846,0.0991006137321557,0.0996649428974323,0.0953845782821532,-0.000564329165276531,0.00371603545000253
Energia Eletrica,201812,14263350194.8835,1313,45,140270231627.397,0.101684798188482,0.0991006137321557,0.0886864081149609,0.00258418445632663,0.0129983900735215
Energia Eletrica,201901,14964419028.7757,1336,45,142316178989.126,0.105149106272162,0.101684798188482,0.0996649428974323,0.00346430808367947,0.00548416337472957
Energia Eletrica,201902,17004568503.7657,1348,45,160744912098.041,0.105786044994036,0.105149106272162,0.0991006137321557,0.000636938721874161,0.00668543126188026
Energia Eletrica,201903,16967286401.9907,1345,45,162201074038.707,0.10460649846216,0.105786044994036,0.101684798188482,-0.00117954653187605,0.00292170027367758
Energia Eletrica,201904,17781418238.5384,1355,47,162912423696.299,0.10914709777866,0.10460649846216,0.105149106272162,0.00454059931649972,0.00399799150649784
Energia Eletrica,201905,18705349519.6253,1343,46,164994815118.071,0.113369317128175,0.10914709777866,0.105786044994036,0.00422221934951567,0.00758327213413934
Energia Eletrica,201906,22744407247.3945,1358,44,181024072690.824,0.125642998244992,0.113369317128175,0.10460649846216,0.0122736811168164,0.0210364997828318
Energia Eletrica,201907,24013872155.0071,1361,43,189109026939.336,0.126984272214094,0.125642998244992,0.10914709777866,0.00134127396910219,0.0178371744354342
Energia Eletrica,201908,25870161512.3539,1357,42,194213307753.444,0.13320488596588,0.126984272214094,0.113369317128175,0.00622061375178595,0.0198355688377045
Energia Eletrica,201909,25760103610.8392,1367,42,207052548171.914,0.124413361913569,0.13320488596588,0.125642998244992,-0.00879152405231044,-0.0012296363314223
Energia Eletrica,201910,25132187132.5109,1361,42,220895558360.9,0.113774071869068,0.124413361913569,0.126984272214094,-0.0106392900445019,-0.0132102003450264
Energia Eletrica,201911,24501760741.6403,1362,42,224375513401.092,0.109199798009336,0.113774071869068,0.13320488596588,-0.00457427385973176,-0.0240050879565441
Energia Eletrica,201912,26682343085.8617,1392,45,252163993347.622,0.105813453902115,0.109199798009336,0.124413361913569,-0.00338634410722123,-0.0185999080114549
Energia Eletrica,202001,30632947171.0268,1410,41,288436917407.342,0.106203281626969,0.105813453902115,0.113774071869068,0.000389827724854672,-0.00757079024209832
Energia Eletrica,202002,35250754453.202,1417,41,318494156129.479,0.110679438773977,0.106203281626969,0.109199798009336,0.00447615714700743,0.00147964076464087
Energia Eletrica,202003,33222031781.1478,1448,39,285182474982.678,0.116493945790903,0.110679438773977,0.105813453902115,0.00581450701692686,0.010680491888789
Energia Eletrica,202004,23440290888.0123,1420,39,204172537148.607,0.114806286954015,0.116493945790903,0.106203281626969,-0.00168765883688811,0.00860300532704618
Energia Eletrica,202005,26387859948.2041,1460,41,228072791871.752,0.115699289387585,0.114806286954015,0.110679438773977,0.000893002433569171,0.00501985061360792
Energia Eletrica,202006,28045512875.0571,1482,43,249404854213.553,0.112449747473813,0.115699289387585,0.116493945790903,-0.00324954191377194,-0.00404419831709088
Energia Eletrica,202007,31701514240.7998,1501,40,283083166709.971,0.111986574861511,0.112449747473813,0.114806286954015,-0.000463172612301346,-0.00281971209250412
Energia Eletrica,202008,31878481583.0559,1497,38,307767606232.894,0.103579717089955,0.111986574861511,0.115699289387585,-0.00840685777155603,-0.0121195722976293
Energia Eletrica,202009,30482536101.338,1497,38,306678059731.494,0.099395881557443,0.103579717089955,0.112449747473813,-0.00418383553251223,-0.0130538659163696
Energia Eletrica,202010,29302560012.102,1514,36,295647634336.712,0.0991131218683433,0.099395881557443,0.111986574861511,-0.000282759689099646,-0.0128734529931679
Energia Eletrica,202011,28696175070.3103,1579,36,299801671876.546,0.0957171949398836,0.0991131218683433,0.103579717089955,-0.00339592692845973,-0.00786252215007161
Energia Eletrica,202012,31967545033.0258,1613,36,338355791333.908,0.0944790834139396,0.0957171949398836,0.099395881557443,-0.00123811152594398,-0.00491679814350336
Energia Eletrica,202101,32875787004.4829,1632,40,360822900221.747,0.0911133605552163,0.0944790834139396,0.0991131218683433,-0.00336572285872327,-0.00799976131312699
Energia Eletrica,202102,30817691919.7507,1640,42,370861754009.869,0.0830975197268,0.0911133605552163,0.0957171949398836,-0.00801584082841629,-0.0126196752130835
Energia Eletrica,202103,32155243829.6591,1660,39,372866953779.464,0.0862378483899585,0.0830975197268,0.0944790834139396,0.00314032866315848,-0.00824123502398108
Energia Eletrica,202104,31495428320.638,1685,42,384788861134.105,0.0818511955564672,0.0862378483899585,0.0911133605552163,-0.00438665283349136,-0.00926216499874917
Energia Eletrica,202105,32553453975.5519,1702,44,406817654924.974,0.0800197670417116,0.0818511955564672,0.0830975197268,-0.00183142851475554,-0.00307775268508842
Energia Eletrica,202106,32533930882.3301,1731,44,411630272922.735,0.0790367789310697,0.0800197670417116,0.0862378483899585,-0.000982988110641972,-0.00720106945888888
Energia Eletrica,202107,32935127950.1819,1749,42,425862992539.65,0.0773373796905245,0.0790367789310697,0.0818511955564672,-0.00169939924054516,-0.00451381586594267
Energia Eletrica,202108,32712829380.767,1780,42,401274376757.939,0.081522347988096,0.0773373796905245,0.0800197670417116,0.00418496829757149,0.00150258094638436
Energia Eletrica,202109,35713557119.0435,1800,44,393911169414.151,0.0906639869393875,0.081522347988096,0.0790367789310697,0.00914163895129157,0.0116272080083179
Energia Eletrica,202110,32114335161.8124,1807,43,353691039535.72,0.0907977063936026,0.0906639869393875,0.0773373796905245,0.000133719454215003,0.0134603267030781
Energia Eletrica,202111,30923012421.8958,1823,42,325255185819.354,0.0950730803691793,0.0907977063936026,0.081522347988096,0.00427537397557679,0.0135507323810834
Energia Eletrica,202112,30476927399.5682,1873,45,312951418870.811,0.0973854904046603,0.0950730803691793,0.0906639869393875,0.00231241003548098,0.00672150346527277
Industria e Bens de Capital,201704,625743954.351009,974,12,71529884098.216,0.00874800738516247,0.00882464942659899,0.00853250655349991,-7.66420414365192e-05,0.000215500831662559
Industria e Bens de Capital,201705,664621682.577678,982,13,69641670458.5266,0.00954344831480568,0.00874800738516247,0.00814867101693509,0.000795440929643213,0.00139477729787059
Industria e Bens de Capital,201706,762296634.162708,985,13,69214733102.5099,0.0110135024725692,0.00954344831480568,0.00882464942659899,0.0014700541577635,0.00218885304597019
Industria e Bens de Capital,201707,683555128.638276,980,13,67346539531.8401,0.0101498181404719,0.0110135024725692,0.00874800738516247,-0.000863684332097306,0.0014018107553094
Industria e Bens de Capital,201708,829175095.039186,1004,14,75727711489.0053,0.0109494276102556,0.0101498181404719,0.00954344831480568,0.000799609469783738,0.00140597929544993
Industria e Bens de Capital,201709,1012996365.27986,1009,14,84659901739.7102,0.0119654800497448,0.0109494276102556,0.0110135024725692,0.00101605243948917,0.000951977577175604
Industria e Bens de Capital,201710,1042632484.19205,1003,13,87889104061.879,0.0118630459978062,0.0119654800497448,0.0101498181404719,-0.000102434051938532,0.00171322785733438
Industria e Bens de Capital,201711,1150428789.22291,1033,13,88307465319.936,0.0130275371969395,0.0118630459978062,0.0109494276102556,0.00116449119913324,0.00207810958668389
Industria e Bens de Capital,201712,1069918603.39457,986,13,87692181695.9998,0.0122008437092331,0.0130275371969395,0.0119654800497448,-0.000826693487706346,0.000235363659488367
Industria e Bens de Capital,201801,1143340978.1409,1000,13,94549805856.5787,0.0120924730387624,0.0122008437092331,0.0118630459978062,-0.000108370670470722,0.000229427040956177
Industria e Bens de Capital,201802,985761262.03036,965,13,97110292371.6627,0.0101509452598251,0.0120924730387624,0.0130275371969395,-0.00194152777893731,-0.00287659193711437
Industria e Bens de Capital,201803,1135709662.43026,999,13,108484322569.548,0.0104688828351412,0.0101509452598251,0.0122008437092331,0.00031793757531604,-0.00173196087409199
Industria e Bens de Capital,201804,1233565058.37302,1016,13,112852815596.265,0.0109307424175056,0.0104688828351412,0.0120924730387624,0.000461859582364405,-0.00116173062125686
Industria e Bens de Capital,201805,1332677274.99225,1052,13,112393039639.731,0.0118572936479347,0.0109307424175056,0.0101509452598251,0.000926551230429102,0.00170634838810955
Industria e Bens de Capital,201806,1178056008.86546,1005,13,107697210646.92,0.0109385935047813,0.0118572936479347,0.0104688828351412,-0.000918700143153362,0.000469710669640145
Industria e Bens de Capital,201807,1166349136.30415,1026,13,104191187693.892,0.0111943165455684,0.0109385935047813,0.0109307424175056,0.000255723040787113,0.000263574128062853
Industria e Bens de Capital,201808,1529636366.7632,1069,13,108043579827.41,0.0141575868663983,0.0111943165455684,0.0118572936479347,0.0029632703208299,0.00230029321846365
Industria e Bens de Capital,201809,1301346890.97812,1020,13,106660522580.877,0.0122008298805339,0.0141575868663983,0.0109385935047813,-0.00195675698586445,0.00126223637575256
Industria e Bens de Capital,201810,1070744259.77169,1061,13,116108798282.466,0.00922190458958006,0.0122008298805339,0.0111943165455684,-0.00297892529095381,-0.00197241195598836
Industria e Bens de Capital,201811,1415134869.50922,1058,13,131193687159.846,0.0107866079545811,0.00922190458958006,0.0141575868663983,0.00156470336500105,-0.00337097891181721
Industria e Bens de Capital,201812,1424590937.13263,1075,13,140270231627.397,0.0101560460876461,0.0107866079545811,0.0122008298805339,-0.000630561866935031,-0.00204478379288779
Industria e Bens de Capital,201901,1240013309.51435,1070,14,142316178989.126,0.00871308742493077,0.0101560460876461,0.00922190458958006,-0.00144295866271531,-0.000508817164649287
Industria e Bens de Capital,201902,1388065045.26715,1104,13,160744912098.041,0.00863520361018049,0.00871308742493077,0.0107866079545811,-7.78838147502819e-05,-0.00215140434440062
Industria e Bens de Capital,201903,1434766765.17613,1067,13,162201074038.707,0.00884560582400179,0.00863520361018049,0.0101560460876461,0.000210402213821299,-0.00131044026364429
Industria e Bens de Capital,201904,1192615363.14903,1061,14,162912423696.299,0.00732059186211788,0.00884560582400179,0.00871308742493077,-0.00152501396188391,-0.00139249556281289
Industria e Bens de Capital,201905,1239642537.41021,1033,13,164994815118.071,0.00751322116712042,0.00732059186211788,0.00863520361018049,0.000192629305002543,-0.00112198244306006
Industria e Bens de Capital,201906,1362747353.35277,1056,14,181024072690.824,0.00752798969273132,0.00751322116712042,0.00884560582400179,1.47685256108995e-05,-0.00131761613127046
Industria e Bens de Capital,201907,1482866304.85153,1092,14,189109026939.336,0.0078413300985744,0.00752798969273132,0.00732059186211788,0.000313340405843076,0.000520738236456518
Industria e Bens de Capital,201908,1480664375.46732,1051,14,194213307753.444,0.00762390792162936,0.0078413300985744,0.00751322116712042,-0.000217422176945038,0.000110686754508938
Industria e Bens de Capital,201909,1397717389.9007,1043,14,207052548171.914,0.00675054425671777,0.00762390792162936,0.00752798969273132,-0.000873363664911596,-0.000777445436013558
Industria e Bens de Capital,201910,1400013982.01944,1034,14,220895558360.9,0.00633790010269054,0.00675054425671777,0.0078413300985744,-0.000412644154027223,-0.00150342999588386
Industria e Bens de Capital,201911,1715673300.41887,1028,14,224375513401.092,0.00764643732470016,0.00633790010269054,0.00762390792162936,0.00130853722200961,2.25294030707958e-05
Industria e Bens de Capital,201912,2095678384.13087,1096,14,252163993347.622,0.00831077568335406,0.00764643732470016,0.00675054425671777,0.000664338358653906,0.0015602314266363
Industria e Bens de Capital,202001,2725065213.51487,1099,14,288436917407.342,0.00944769912953418,0.00831077568335406,0.00633790010269054,0.00113692344618012,0.00310979902684364
Industria e Bens de Capital,202002,3307056460.34126,1123,14,318494156129.479,0.0103834133113476,0.00944769912953418,0.00764643732470016,0.000935714181813444,0.00273697598664747
Industria e Bens de Capital,202003,2979558469.98026,1187,14,285182474982.678,0.0104479017168262,0.0103834133113476,0.00831077568335406,6.44884054785393e-05,0.0021371260334721
Industria e Bens de Capital,202004,2204685620.32281,1154,14,204172537148.607,0.0107981496978614,0.0104479017168262,0.00944769912953418,0.000350247981035187,0.00135045056832717
Industria e Bens de Capital,202005,2291774988.75836,1168,15,228072791871.752,0.0100484365975888,0.0107981496978614,0.0103834133113476,-0.000749713100272572,-0.000334976713758846
Industria e Bens de Capital,202006,2587726433.41552,1202,14,249404854213.553,0.0103756057257802,0.0100484365975888,0.0104479017168262,0.000327169128191444,-7.22959910459415e-05
Industria e Bens de Capital,202007,3372985984.53484,1226,15,283083166709.971,0.0119151768144186,0.0103756057257802,0.0107981496978614,0.00153957108863838,0.00111702711655725
Industria e Bens de Capital,202008,3646121193.20637,1261,14,307767606232.894,0.0118469946783395,0.0119151768144186,0.0100484365975888,-6.81821360791479e-05,0.00179855808075068
Industria e Bens de Capital,202009,3632432362.49278,1267,15,306678059731.494,0.0118444481019382,0.0118469946783395,0.0103756057257802,-2.54657640128345e-06,0.00146884237615795
Industria e Bens de Capital,202010,3940103929.01702,1261,15,295647634336.712,0.0133270267420088,0.0118444481019382,0.0119151768144186,0.00148257864007067,0.00141184992759024
Industria e Bens de Capital,202011,3490464869.49358,1267,15,299801671876.546,0.0116425797349486,0.0133270267420088,0.0118469946783395,-0.00168444700706026,-0.000204414943390872
Industria e Bens de Capital,202012,3505831055.49509,1262,15,338355791333.908,0.01036137446229,0.0116425797349486,0.0118444481019382,-0.00128120527265856,-0.00148307363964815
Industria e Bens de Capital,202101,4744127082.78407,1296,15,360822900221.747,0.0131480764659575,0.01036137446229,0.0133270267420088,0.00278670200366743,-0.000178950276051392
Industria e Bens de Capital,202102,4955212344.63259,1337,15,370861754009.869,0.0133613463536084,0.0131480764659575,0.0116425797349486,0.000213269887650977,0.00171876661865985
Industria e Bens de Capital,202103,4931461725.07616,1364,15,372866953779.464,0.0132257945497442,0.0133613463536084,0.01036137446229,-0.000135551803864235,0.00286442008745417
Industria e Bens de Capital,202104,4583911205.79527,1411,15,384788861134.105,0.0119127960000841,0.0132257945497442,0.0131480764659575,-0.00131299854966014,-0.0012352804658734
Industria e Bens de Capital,202105,4764230808.95549,1389,14,406817654924.974,0.0117109735806184,0.0119127960000841,0.0133613463536084,-0.000201822419465692,-0.00165037277299007
Industria e Bens de Capital,202106,4845211708.83752,1417,15,411630272922.735,0.0117707856480881,0.0117109735806184,0.0132257945497442,5.98120674697323e-05,-0.0014550089016561
Industria e Bens de Capital,202107,5199588163.35944,1442,15,425862992539.65,0.0122095327709776,0.0117707856480881,0.0119127960000841,0.000438747122889469,0.000296736770893509
Industria e Bens de Capital,202108,5375139096.83185,1436,15,401274376757.939,0.0133951715039964,0.0122095327709776,0.0117109735806184,0.00118563873301882,0.00168419792337802
Industria e Bens de Capital,202109,6455182239.59734,1486,15,393911169414.151,0.0163874059453503,0.0133951715039964,0.0117707856480881,0.0029922344413539,0.00461662029726219
Industria e Bens de Capital,202110,6015508608.49878,1504,15,353691039535.72,0.0170078060682429,0.0163874059453503,0.0122095327709776,0.000620400122892651,0.00479827329726537
Industria e Bens de Capital,202111,5145425356.67505,1511,14,325255185819.354,0.0158196566296496,0.0170078060682429,0.0133951715039964,-0.00118814943859333,0.00242448512565322
Industria e Bens de Capital,202112,5128728599.73121,1530,15,312951418870.811,0.0163882580185661,0.0158196566296496,0.0163874059453503,0.000568601388916495,8.52073215817928e-07
Infraestrutura de Mercado,201704,4692941466.23891,1139,2,71529884098.216,0.0656081234494263,0.065354463748682,0.104136450056957,0.000253659700744313,-0.0385283266075307
Infraestrutura de Mercado,201705,4445944728.00799,1147,2,69641670458.5266,0.0638402941620372,0.0656081234494263,0.0973865145776202,-0.00176782928738911,-0.033546220415583
Infraestrutura de Mercado,201706,4600938954.22764,1122,2,69214733102.5099,0.0664734045483273,0.0638402941620372,0.065354463748682,0.00263311038629012,0.00111894079964532
Infraestrutura de Mercado,201707,3830866235.90157,1123,2,67346539531.8401,0.0568828964714723,0.0664734045483273,0.0656081234494263,-0.00959050807685505,-0.00872522697795404
Infraestrutura de Mercado,201708,4033944069.68175,1115,2,75727711489.0053,0.0532690608281147,0.0568828964714723,0.0638402941620372,-0.00361383564335755,-0.0105712333339225
Infraestrutura de Mercado,201709,4597012011.0309,1125,2,84659901739.7102,0.0542997560422946,0.0532690608281147,0.0664734045483273,0.00103069521417989,-0.0121736485060327
