i,j,cio,ym
AFLT3,AFLU3,1,201701
AALR3,ALPA3,0.648325998795579,201701
ALUP3,ALUP4,0.845129072700925,201701
ALPA4,AMAR3,0.593314316313472,201701
ABEV3,BBDC3,0.714750566946081,201701
ALSC3,BBDC4,0.513650784822033,201701
ALSC3,BBTG11,0.496774600255658,201701
BBRK3,BBTG11,0.563392560335702,201701
ALUP11,BEEF3,0.702058165606309,201701
BAZA3,BNBR3,0.995455987387621,201701
BMEB4,BOBR4,1,201701
BMEB4,BPAN4,1,201701
BOBR4,BPAN4,1,201701
ABEV3,BRFS3,0.43405219632416,201701
AGRO3,BRIN3,0.99914190690676,201701
BMEB4,BRIV3,0.991380522899496,201701
BOBR4,BRIV3,0.991380522899496,201701
BPAN4,BRIV3,0.991380522899496,201701
AGRO3,BRKM3,0.999122468680226,201701
BRIN3,BRKM3,0.99826512859055,201701
ABCB4,BRKM5,0.466823973896643,201701
ABEV3,BRKM5,0.499700541714869,201701
BBDC3,BRKM5,0.425449025775668,201701
BBSE3,BRKM5,0.429070235174227,201701
BBRK3,BRML3,0.448761042193802,201701
BBTG11,BRML3,0.413625374061129,201701
BRAP3,BRML3,0.437444114744847,201701
AALR3,BRPR3,0.602235747242575,201701
BRAP4,BRSR6,0.460869079726903,201701
BRPR3,BTOW3,0.40595766008284,201701
ANIM3,BVMF3,0.415625051556754,201701
BBDC4,BVMF3,0.660872855966924,201701
BBSE3,BVMF3,0.613682520562419,201701
BRML3,BVMF3,0.440964861565037,201701
BRAP3,CAMB4,0.800707026473452,201701
BRML3,CAMB4,0.408013428002822,201701
BRGE3,CCPR3,0.544303463574176,201701
ABCB4,CCRO3,0.459513662397299,201701
ABEV3,CCRO3,0.590397450629267,201701
BBSE3,CCRO3,0.495498549173279,201701
BRKM5,CCRO3,0.595688567927659,201701
BRGE3,CCXC3,0.935886866564924,201701
CCPR3,CCXC3,0.509377491120824,201701
BMEB4,CEBR3,0.782525737820619,201701
BOBR4,CEBR3,0.782525737820619,201701
BPAN4,CEBR3,0.782525737820619,201701
BRIV3,CEBR3,0.775780775142919,201701
BMEB4,CEBR5,0.999999264841492,201701
BOBR4,CEBR5,0.999999264841492,201701
BPAN4,CEBR5,0.999999264841492,201701
BRIV3,CEBR5,0.99137979407767,201701
CEBR3,CEBR5,0.782961385765575,201701
BMEB4,CEBR6,0.453634727950572,201701
BOBR4,CEBR6,0.453634727950572,201701
BPAN4,CEBR6,0.453634727950572,201701
BRIV3,CEBR6,0.449724633801009,201701
CEBR3,CEBR6,0.529147704941527,201701
CEBR5,CEBR6,0.453826893523366,201701
AFLT3,CEEB3,1,201701
AFLU3,CEEB3,1,201701
AFLT3,CEED3,1,201701
AFLU3,CEED3,1,201701
CEEB3,CEED3,1,201701
AFLT3,CEED4,1,201701
AFLU3,CEED4,1,201701
CEEB3,CEED4,1,201701
CEED3,CEED4,1,201701
BBRK3,CELP3,0.801808821611588,201701
BBTG11,CELP3,0.69993558491826,201701
BRML3,CELP3,0.562096730888062,201701
AFLT3,CEPE3,1,201701
AFLU3,CEPE3,1,201701
CEEB3,CEPE3,1,201701
CEED3,CEPE3,1,201701
CEED4,CEPE3,1,201701
BBDC4,CEPE5,0.504884307014009,201701
CEBR3,CEPE5,0.615850574168866,201701
BBDC4,CEPE6,0.514646280592121,201701
CEBR3,CEPE6,0.508165204751119,201701
CEPE5,CEPE6,0.88382430513068,201701
BMEB4,CESP3,0.991175161481147,201701
BOBR4,CESP3,0.991175161481147,201701
BPAN4,CESP3,0.991175161481147,201701
BRIV3,CESP3,0.982634552321943,201701
CEBR3,CESP3,0.775620074547505,201701
CEBR5,CESP3,0.991174432810294,201701
CEBR6,CESP3,0.449631474729865,201701
ALSC3,CESP6,0.544789872471655,201701
BBDC4,CESP6,0.470556644807314,201701
BRPR3,CESP6,0.414994801913539,201701
BRSR6,CESP6,0.568440121536014,201701
BVMF3,CESP6,0.561254175289917,201701
AALR3,CGAS3,0.568397763711177,201701
ALPA3,CGAS3,0.872094091635951,201701
ALPA4,CGAS5,0.904797797488206,201701
AMAR3,CGAS5,0.55564885193514,201701
BRGE3,CGRA3,0.998845984632867,201701
CCPR3,CGRA3,0.543675329012828,201701
CCXC3,CGRA3,0.934806838739011,201701
BTTL4,CGRA4,0.999078182924523,201701
ALPA4,CIEL3,0.434472693233621,201701
AMAR3,CIEL3,0.420818697987731,201701
BBSE3,CIEL3,0.452242394246965,201701
BVMF3,CIEL3,0.567686003409356,201701
CESP6,CIEL3,0.400899724602555,201701
CGAS5,CIEL3,0.485991576390736,201701
CEPE5,CLSC3,0.463435242610151,201701
BRAP4,CLSC4,0.6454069398979,201701
CCRO3,CMIG4,0.455742609461498,201701
CEBR6,CMIG4,0.598789923765669,201701
BRSR6,CPLE3,0.812918529191181,201701
CESP6,CPLE3,0.64482651115216,201701
ABCB4,CPLE6,0.832439569019211,201701
BBSE3,CPLE6,0.401796037728681,201701
BRKM5,CPLE6,0.533249342674207,201701
CCRO3,CPLE6,0.535269615960375,201701
AGRO3,CPRE3,0.997883946728253,201701
BRIN3,CPRE3,0.997028409029051,201701
BRKM3,CPRE3,0.9970082723115,201701
BBRK3,CRDE3,0.746341255147822,201701
BBTG11,CRDE3,0.668979573218669,201701
BRML3,CRDE3,0.551495743489028,201701
CELP3,CRDE3,0.928562502487793,201701
BRGE3,CRIV3,1,201701
CCPR3,CRIV3,0.544303463574176,201701
CCXC3,CRIV3,0.935886866564924,201701
CGRA3,CRIV3,0.998845984632867,201701
ABEV3,CSAN3,0.401200746958563,201701
ALSC3,CSAN3,0.622023225231458,201701
ALUP11,CSAN3,0.468929022515475,201701
BBDC4,CSAN3,0.547868947705947,201701
BRAP3,CSAN3,0.41042432312668,201701
BVMF3,CSAN3,0.495092252232086,201701
CCRO3,CSAN3,0.515971905046058,201701
CESP6,CSAN3,0.57320472670789,201701
BRPR3,CSMG3,0.436462480415434,201701
BTOW3,CSMG3,0.646287069580231,201701
ABEV3,CSNA3,0.406649212103168,201701
AFLT3,CSRN3,1,201701
AFLU3,CSRN3,1,201701
CEEB3,CSRN3,1,201701
CEED3,CSRN3,1,201701
CEED4,CSRN3,1,201701
CEPE3,CSRN3,1,201701
AFLT3,CSRN5,1,201701
AFLU3,CSRN5,1,201701
CEEB3,CSRN5,1,201701
CEED3,CSRN5,1,201701
CEED4,CSRN5,1,201701
CEPE3,CSRN5,1,201701
CSRN3,CSRN5,1,201701
ALPA4,CTIP3,0.504465108566387,201701
ALSC3,CTIP3,0.453900244206548,201701
BBDC4,CTIP3,0.520957154998186,201701
BRAP4,CTIP3,0.53199392749682,201701
BVMF3,CTIP3,0.432250280701273,201701
CESP6,CTIP3,0.458318133449216,201701
CGAS5,CTIP3,0.668449759922421,201701
CIEL3,CTIP3,0.410692755844114,201701
CSAN3,CTIP3,0.449517060753291,201701
BRGE3,CTNM4,0.999141733997841,201701
CCPR3,CTNM4,0.543836306416533,201701
CCXC3,CTNM4,0.935083626685485,201701
CGRA3,CTNM4,0.997988709082865,201701
CRIV3,CTNM4,0.999141733997841,201701
ANIM3,CVCB3,0.50707606223096,201701
BRSR6,CVCB3,0.431588642390038,201701
BVMF3,CVCB3,0.425778905109945,201701
CESP6,CVCB3,0.572683872906069,201701
CIEL3,CVCB3,0.4419980448031,201701
CPLE3,CVCB3,0.468198164302643,201701
ANIM3,CYRE3,0.40650887880914,201701
BRAP3,CYRE3,0.589998510759645,201701
BRML3,CYRE3,0.755679877045284,201701
CAMB4,CYRE3,0.534546645435209,201701
AMAR3,DIRR3,0.563810373132468,201701
ANIM3,DTEX3,0.509440911842345,201701
BBSE3,DTEX3,0.400801361270236,201701
BRFS3,DTEX3,0.498450630139448,201701
BVMF3,DTEX3,0.530779389536142,201701
BRSR6,ECOR3,0.723878956470012,201701
CESP6,ECOR3,0.547581415193347,201701
CPLE3,ECOR3,0.815472199338717,201701
CVCB3,ECOR3,0.437460311726136,201701
AFLT3,EEEL3,1,201701
AFLU3,EEEL3,1,201701
CEEB3,EEEL3,1,201701
CEED3,EEEL3,1,201701
CEED4,EEEL3,1,201701
CEPE3,EEEL3,1,201701
CSRN3,EEEL3,1,201701
CSRN5,EEEL3,1,201701
AFLT3,EEEL4,1,201701
AFLU3,EEEL4,1,201701
CEEB3,EEEL4,1,201701
CEED3,EEEL4,1,201701
CEED4,EEEL4,1,201701
CEPE3,EEEL4,1,201701
CSRN3,EEEL4,1,201701
CSRN5,EEEL4,1,201701
EEEL3,EEEL4,1,201701
BBDC4,ELET3,0.683624071117465,201701
CEBR3,ELET3,0.451556643556326,201701
CELP5,ELET3,0.515865385804902,201701
CEPE5,ELET3,0.711329802334418,201701
CEPE6,ELET3,0.747526952603166,201701
CGAS5,ELET6,0.451702738365688,201701
CMIG4,ELET6,0.405575224084322,201701
CTIP3,ELET6,0.527505052141748,201701
COCE5,ELPL4,0.703435268232865,201701
CEBR6,EMAE4,0.846139775526329,201701
CMIG4,EMAE4,0.702081492583097,201701
ALSC3,EMBR3,0.751009538840446,201701
BBDC4,EMBR3,0.647957117761068,201701
BBTG11,EMBR3,0.411906188426252,201701
BRAP3,EMBR3,0.469308683346588,201701
BRPR3,EMBR3,0.401161376296697,201701
BVMF3,EMBR3,0.457608404975636,201701
CCRO3,EMBR3,0.399024022194799,201701
CESP6,EMBR3,0.629517359290906,201701
CSAN3,EMBR3,0.792643595772745,201701
CTIP3,EMBR3,0.55285886348951,201701
ALPA4,ENBR3,0.966465409964109,201701
AMAR3,ENBR3,0.572994800821988,201701
CGAS5,ENBR3,0.874121300556875,201701
CIEL3,ENBR3,0.436222256256149,201701
CTIP3,ENBR3,0.492508854048458,201701
ANIM3,ENEV3,0.655054547247991,201701
CVCB3,ENEV3,0.678091216839757,201701
AALR3,ENGI11,0.466362035710129,201701
ALPA3,ENGI11,0.480919867865566,201701
ALUP11,ENGI11,0.412167103213707,201701
BBDC4,ENGI11,0.415000963603209,201701
BBSE3,ENGI11,0.444650063088248,201701
BRSR6,ENGI11,0.402890190848248,201701
BVMF3,ENGI11,0.443284442581863,201701
CESP6,ENGI11,0.573887695093211,201701
CGAS3,ENGI11,0.445451292436385,201701
CPLE3,ENGI11,0.463022083932322,201701
CSAN3,ENGI11,0.512513992348151,201701
ECOR3,ENGI11,0.408967771986118,201701
AALR3,ENGI4,0.64836122052196,201701
ALPA3,ENGI4,0.999998279238589,201701
CGAS3,ENGI4,0.872108226805072,201701
ENGI11,ENGI4,0.480978040974927,201701
AALR3,ENMT3,0.64633823722857,201701
ALPA3,ENMT3,0.99401471635038,201701
CGAS3,ENMT3,0.867424652376198,201701
ENGI11,ENMT3,0.480613244037217,201701
ENGI4,ENMT3,0.994118555218421,201701
AALR3,ENMT4,0.648584409721932,201701
ALPA3,ENMT4,0.998566409794594,201701
CGAS3,ENMT4,0.871295314176021,201701
ENGI11,ENMT4,0.482009201842316,201701
ENGI4,ENMT4,0.998647058105431,201701
ENMT3,ENMT4,0.997711830433821,201701
ALPA4,EQTL3,0.562660180738104,201701
BBDC4,EQTL3,0.618960775158699,201701
BVMF3,EQTL3,0.45665129258702,201701
CEPE5,EQTL3,0.520306343566026,201701
CEPE6,EQTL3,0.501179150569071,201701
CGAS5,EQTL3,0.588280700252366,201701
CIEL3,EQTL3,0.460653553025884,201701
CTIP3,EQTL3,0.517002483373623,201701
ELET3,EQTL3,0.732929480672903,201701
ENBR3,EQTL3,0.546174804191688,201701
ABEV3,ESTC3,0.443308217977281,201701
ELET6,ETER3,0.415600849334267,201701
BRSR6,EUCA4,0.828365097795547,201701
CESP6,EUCA4,0.629088313146147,201701
CPLE3,EUCA4,0.959796865197923,201701
CVCB3,EUCA4,0.48501137244764,201701
ECOR3,EUCA4,0.828954860912164,201701
ENGI11,EUCA4,0.480894901014922,201701
ALSC3,EVEN3,0.655893616982049,201701
ALUP11,EVEN3,0.462230658591083,201701
BBDC4,EVEN3,0.525257716352938,201701
BEEF3,EVEN3,0.443793368698069,201701
BVMF3,EVEN3,0.403388462043408,201701
CESP6,EVEN3,0.572974842009189,201701
CSAN3,EVEN3,0.852578971966657,201701
CTIP3,EVEN3,0.476004916873401,201701
EMBR3,EVEN3,0.781295120749745,201701
ENGI11,EVEN3,0.488320870070827,201701
ARZZ3,EZTC3,0.421998120752364,201701
BTTL4,FESA4,0.962790393720011,201701
CGRA4,FESA4,0.963042340529172,201701
BVMF3,FIBR3,0.664382351662414,201701
DTEX3,FIBR3,0.555251587398452,201701
EGIE3,FIBR3,0.703533692123821,201701
EZTC3,FLRY3,0.422416523242345,201701
ANIM3,FRAS3,0.423935764793222,201701
BRFS3,FRAS3,0.835530417150859,201701
DTEX3,FRAS3,0.568375162368462,201701
CSMG3,GEPA3,0.398649098060212,201701
CSMG3,GEPA4,0.398649098060212,201701
GEPA3,GEPA4,1,201701
AALR3,GFSA3,0.572575635539858,201701
BRPR3,GFSA3,0.754364204509101,201701
BRSR6,GGBR3,0.735779195651352,201701
CESP6,GGBR3,0.552116302981479,201701
CPLE3,GGBR3,0.858778096205201,201701
CVCB3,GGBR3,0.422829076466815,201701
ECOR3,GGBR3,0.744454757135034,201701
ENGI11,GGBR3,0.405818321983631,201701
EUCA4,GGBR3,0.875675316749119,201701
CSNA3,GGBR4,0.577852376640202,201701
BRAP4,GOAU4,0.446550337410652,201701
GFSA3,GOAU4,0.427901323885309,201701
AALR3,GOLL4,0.647116382963466,201701
BRPR3,GOLL4,0.829742158174101,201701
BTOW3,GOLL4,0.44957437561507,201701
GFSA3,GOLL4,0.84095091652846,201701
GOAU4,GOLL4,0.453785623293276,201701
BMEB4,GPCP3,0.710410828068556,201701
BOBR4,GPCP3,0.710410828068557,201701
BPAN4,GPCP3,0.710410828068557,201701
BRIV3,GPCP3,0.704287458204069,201701
BSEV3,GPCP3,0.659036483415976,201701
CEBR3,GPCP3,0.555914757390104,201701
CEBR5,GPCP3,0.710410305803992,201701
CESP3,GPCP3,0.704141567228807,201701
BMEB4,GRND3,0.602436536919549,201701
BOBR4,GRND3,0.602436536919549,201701
BPAN4,GRND3,0.602436536919549,201701
BRIV3,GRND3,0.599786582734524,201701
CEBR3,GRND3,0.471422095543068,201701
CEBR5,GRND3,0.602436094033203,201701
CESP3,GRND3,0.59712069145908,201701
ELET6,GRND3,0.458596029309937,201701
ETER3,GRND3,0.606306757676771,201701
GEPA3,GRND3,0.511836043441818,201701
GEPA4,GRND3,0.511836043441818,201701
GPCP3,GRND3,0.427978380306185,201701
CTNM3,GSHP3,0.999995141285847,201701
AALR3,GUAR3,0.490525551835399,201701
ALPA3,GUAR3,0.749103831214217,201701
ALSC3,GUAR3,0.436863573109556,201701
BBDC4,GUAR3,0.447481624867782,201701
CGAS3,GUAR3,0.658309471215147,201701
CSAN3,GUAR3,0.468883813256555,201701
EMBR3,GUAR3,0.531396150337367,201701
ENGI11,GUAR3,0.568829892019998,201701
ENGI4,GUAR3,0.749129661546747,201701
ENMT3,GUAR3,0.745647176710282,201701
ENMT4,GUAR3,0.748814567727819,201701
EVEN3,GUAR3,0.447726600313627,201701
BMEB4,GUAR4,0.962634730823352,201701
BOBR4,GUAR4,0.962634730823352,201701
BPAN4,GUAR4,0.962634730823352,201701
BRIV3,GUAR4,0.954718658338663,201701
CEBR3,GUAR4,0.753286452989296,201701
CEBR5,GUAR4,0.96263402313424,201701
CEBR6,GUAR4,0.436684544232824,201701
CESP3,GUAR4,0.954150418485371,201701
GPCP3,GUAR4,0.683866304737726,201701
GRND3,GUAR4,0.580036669896982,201701
ANIM3,HBOR3,0.443295874536479,201701
BRAP3,HBOR3,0.684308262858691,201701
BRML3,HBOR3,0.588002992584076,201701
CAMB4,HBOR3,0.63244164728743,201701
CYRE3,HBOR3,0.837044875537319,201701
ANIM3,HYPE3,0.65778731753634,201701
CVCB3,HYPE3,0.690070938898515,201701
ENEV3,HYPE3,0.935113168288266,201701
AALR3,IDNT3,0.514847156361255,201701
BRPR3,IDNT3,0.704704895166075,201701
CMIG3,IDNT3,0.60807577046844,201701
GFSA3,IDNT3,0.539635460515512,201701
GOLL4,IDNT3,0.726233750385601,201701
BPHA3,IGBR3,0.999993831545468,201701
ANIM3,IGTA3,0.516352085475454,201701
BVMF3,IGTA3,0.456863466142172,201701
CESP6,IGTA3,0.538773979512886,201701
CTIP3,IGTA3,0.409712393359946,201701
CVCB3,IGTA3,0.624981290961664,201701
ENEV3,IGTA3,0.768636163889722,201701
GUAR3,IGTA3,0.49449525576245,201701
HYPE3,IGTA3,0.821085763591977,201701
CTNM3,INEP3,0.999037849875157,201701
GSHP3,INEP3,0.999159612364178,201701
CTNM3,INEP4,0.999994846812248,201701
GSHP3,INEP4,0.999999891596574,201701
INEP3,INEP4,0.999164468962497,201701
AGRO3,ITSA3,0.916229472616494,201701
BMEB4,ITSA3,0.400536437901884,201701
BOBR4,ITSA3,0.400536437901884,201701
BPAN4,ITSA3,0.400536437901884,201701
BRIN3,ITSA3,0.915443262434219,201701
BRIV3,ITSA3,0.397084033693992,201701
BRKM3,ITSA3,0.915425908621845,201701
CEBR5,ITSA3,0.400536143444114,201701
CPRE3,ITSA3,0.914290682243293,201701
BBDC4,ITSA4,0.729652189172858,201701
BVMF3,ITSA4,0.52221428843135,201701
CELP5,ITSA4,0.553516750979116,201701
CEPE5,ITSA4,0.656735133457201,201701
CEPE6,ITSA4,0.686272136420643,201701
ELET3,ITSA4,0.834091140950521,201701
EQTL3,ITSA4,0.704637483508955,201701
BMEB4,ITUB3,0.87003433006157,201701
BOBR4,ITUB3,0.870034330061571,201701
BPAN4,ITUB3,0.870034330061571,201701
BRIV3,ITUB3,0.863204423425793,201701
CEBR3,ITUB3,0.680824256060698,201701
CEBR5,ITUB3,0.870033690448431,201701
CESP3,ITUB3,0.862579082774035,201701
GPCP3,ITUB3,0.620857223596983,201701
GRND3,ITUB3,0.527906984640836,201701
GUAR4,ITUB3,0.837894897263809,201701
ABEV3,ITUB4,0.659896189367605,201701
BBDC3,ITUB4,0.599029237921929,201701
BBSE3,ITUB4,0.492344794830187,201701
BVMF3,ITUB4,0.581400733727623,201701
CCRO3,ITUB4,0.432602134084622,201701
CIEL3,ITUB4,0.457813101091404,201701
ESTC3,ITUB4,0.416846392914614,201701
FIBR3,ITUB4,0.397950942888358,201701
GGBR4,ITUB4,0.49134686126319,201701
ABEV3,JBSS3,0.8403765850983,201701
BBDC3,JBSS3,0.68285468017471,201701
BRFS3,JBSS3,0.481686486435523,201701
BRKM5,JBSS3,0.427650907693552,201701
CIEL3,JBSS3,0.462123883348485,201701
CSNA3,JBSS3,0.399768578495629,201701
ESTC3,JBSS3,0.491784776735254,201701
ITUB4,JBSS3,0.576633387549336,201701
BRGE3,JOPA3,1,201701
CCPR3,JOPA3,0.544303463574176,201701
CCXC3,JOPA3,0.935886866564925,201701
CGRA3,JOPA3,0.998845984632868,201701
CRIV3,JOPA3,1,201701
CTNM4,JOPA3,0.999141733997842,201701
ANIM3,JSLG3,0.424810622250634,201701
BRFS3,JSLG3,0.83724263501548,201701
DTEX3,JSLG3,0.569723927341051,201701
FRAS3,JSLG3,0.996868212966362,201701
ALUP11,KLBN11,0.638743647766613,201701
BBSE3,KLBN11,0.579651497564016,201701
BEEF3,KLBN11,0.604180070211752,201701
BVMF3,KLBN11,0.561006793089838,201701
CSAN3,KLBN11,0.427963692207418,201701
DTEX3,KLBN11,0.509570495670779,201701
EVEN3,KLBN11,0.430659081447124,201701
FIBR3,KLBN11,0.460273790894516,201701
KLBN3,KLBN4,0.996145145943311,201701
ABEV3,KROT3,0.620345497373422,201701
BBDC3,KROT3,0.427340236843147,201701
BBDC4,KROT3,0.43883964859217,201701
BRAP3,KROT3,0.437326738432059,201701
BRML3,KROT3,0.569336594498756,201701
BRPR3,KROT3,0.493173003176463,201701
BVMF3,KROT3,0.607386439473404,201701
CSAN3,KROT3,0.446639163205921,201701
CYRE3,KROT3,0.539150050075904,201701
EMBR3,KROT3,0.451247073711896,201701
HBOR3,KROT3,0.458507674469773,201701
ITUB4,KROT3,0.636267140824248,201701
JBSS3,KROT3,0.495790105903893,201701
BRAP3,LAME3,0.474002711228155,201701
CAMB4,LAME3,0.412467065879807,201701
ELET3,LAME3,0.45131058079576,201701
ITSA4,LAME3,0.481332307369937,201701
ABEV3,LAME4,0.694036690367773,201701
BBDC3,LAME4,0.620839176128212,201701
CCRO3,LAME4,0.424610549232116,201701
GOAU4,LAME4,0.418180247803211,201701
ITUB4,LAME4,0.587448794604371,201701
JBSS3,LAME4,0.646679820236168,201701
KROT3,LAME4,0.541010515925396,201701
LAME3,LAME4,0.462764335493648,201701
ABCB4,LEVE3,0.708538834375256,201701
BRKM5,LEVE3,0.477682534796468,201701
CCRO3,LEVE3,0.563806850193914,201701
CPLE6,LEVE3,0.768583469416616,201701
ALSC3,LIGT3,0.462084020234814,201701
BRAP3,LIGT3,0.434164796479139,201701
CESP6,LIGT3,0.644737518968665,201701
CPLE3,LIGT3,0.425866228372341,201701
CSAN3,LIGT3,0.49586625063344,201701
CSMG3,LIGT3,0.402993830282252,201701
CTIP3,LIGT3,0.455701308757296,201701
ELET6,LIGT3,0.651495767510463,201701
EMBR3,LIGT3,0.567557130955755,201701
ENGI11,LIGT3,0.410114630483555,201701
EUCA4,LIGT3,0.398263636788389,201701
EVEN3,LIGT3,0.463801576362054,201701
GEPA3,LIGT3,0.401768445784313,201701
GEPA4,LIGT3,0.401768445784313,201701
GRND3,LIGT3,0.476589324677074,201701
ALSC3,LINX3,0.699855324569988,201701
BBDC4,LINX3,0.544545198527661,201701
BBTG11,LINX3,0.472500942767692,201701
BVMF3,LINX3,0.485593278938279,201701
CESP6,LINX3,0.587835543684989,201701
CSAN3,LINX3,0.629446581447704,201701
CTIP3,LINX3,0.468966919733278,201701
EMBR3,LINX3,0.750259810311563,201701
EVEN3,LINX3,0.636646864982104,201701
GUAR3,LINX3,0.411955740326649,201701
LIGT3,LINX3,0.450919873364326,201701
BRGE3,LLIS3,0.935886866564924,201701
CCPR3,LLIS3,0.509377491120824,201701
CCXC3,LLIS3,1,201701
CGRA3,LLIS3,0.934806838739011,201701
CRIV3,LLIS3,0.935886866564924,201701
CTNM4,LLIS3,0.935083626685485,201701
JOPA3,LLIS3,0.935886866564924,201701
AGRO3,LLISE3,1,201701
BRIN3,LLISE3,0.99914190690676,201701
BRKM3,LLISE3,0.999122468680226,201701
CPRE3,LLISE3,0.997883946728253,201701
ITSA3,LLISE3,0.916229472616494,201701
ALPA4,LREN3,0.477015059640912,201701
CGAS5,LREN3,0.422222927614396,201701
CIEL3,LREN3,0.441517860261486,201701
ENBR3,LREN3,0.473441386127666,201701
BRGE3,LUPA3,0.78354844739603,201701
CCPR3,LUPA3,0.426463877809444,201701
CCXC3,LUPA3,0.837225604278393,201701
CGRA3,LUPA3,0.782644220446843,201701
CRIV3,LUPA3,0.78354844739603,201701
CTNM4,LUPA3,0.782875954402586,201701
JOPA3,LUPA3,0.78354844739603,201701
LLIS3,LUPA3,0.837225604278393,201701
AALR3,MAGG3,0.663731794908733,201701
BRPR3,MAGG3,0.862969243650517,201701
BTOW3,MAGG3,0.432455971779825,201701
GFSA3,MAGG3,0.871299116389734,201701
GOAU4,MAGG3,0.425090535163696,201701
GOLL4,MAGG3,0.901492445678963,201701
IDNT3,MAGG3,0.720697572636428,201701
KROT3,MAGG3,0.418499607033836,201701
FLRY3,MDIA3,0.412267701056619,201701
AALR3,MEAL3,0.486573653934025,201701
BRPR3,MEAL3,0.648369871563295,201701
GFSA3,MEAL3,0.631694935064245,201701
GOAU4,MEAL3,0.598725801244828,201701
GOLL4,MEAL3,0.676750880883973,201701
IDNT3,MEAL3,0.59658779457047,201701
KROT3,MEAL3,0.445929878341678,201701
MAGG3,MEAL3,0.704485588235898,201701
BRGE3,MGEL4,1,201701
CCPR3,MGEL4,0.544303463574176,201701
CCXC3,MGEL4,0.935886866564925,201701
CGRA3,MGEL4,0.998845984632868,201701
CRIV3,MGEL4,1,201701
CTNM4,MGEL4,0.999141733997841,201701
JOPA3,MGEL4,1,201701
LLIS3,MGEL4,0.935886866564925,201701
LUPA3,MGEL4,0.78354844739603,201701
ESTC3,MGLU3,0.480019388920515,201701
ALSC3,MILS3,0.531679927031878,201701
ALSC3,MLFT4,0.741253352898354,201701
BBDC4,MLFT4,0.570966273892874,201701
BBTG11,MLFT4,0.416500546851942,201701
CESP6,MLFT4,0.612416237799188,201701
CSAN3,MLFT4,0.738757313856709,201701
CTIP3,MLFT4,0.531863820892681,201701
EMBR3,MLFT4,0.879499686404185,201701
EVEN3,MLFT4,0.766715527199174,201701
GUAR3,MLFT4,0.514687026702045,201701
LIGT3,MLFT4,0.550687243807363,201701
LINX3,MLFT4,0.707624557951346,201701
BPHA3,MMXM3,0.999988001130725,201701
IGBR3,MMXM3,0.999999039005725,201701
KEPL3,MPLU3,0.652219612066342,201701
CCRO3,MRVE3,0.418206616637988,201701
ESTC3,MRVE3,0.414101499156877,201701
EZTC3,MRVE3,0.562175835363846,201701
FLRY3,MRVE3,0.45801514364065,201701
BTTL4,MTSA3,1,201701
CGRA4,MTSA3,0.999078182924523,201701
FESA4,MTSA3,0.962790393720011,201701
BTTL4,MTSA4,0.999860167709606,201701
CGRA4,MTSA4,0.998938479533922,201701
FESA4,MTSA4,0.962655764534088,201701
MTSA3,MTSA4,0.999860167709606,201701
BRAP4,MULT3,0.588537975337087,201701
BRSR6,MULT3,0.487748469574617,201701
ABEV3,NATU3,0.496891223926235,201701
ESTC3,NATU3,0.416505324980029,201701
GOAU3,NATU3,0.469988968598208,201701
ITUB4,NATU3,0.410139645733133,201701
JBSS3,NATU3,0.442716432858967,201701
MRVE3,NATU3,0.519706207728469,201701
ABCB4,ODPV3,0.702191055570498,201701
BRKM5,ODPV3,0.435355685325857,201701
CCRO3,ODPV3,0.456517605748791,201701
CPLE6,ODPV3,0.724726388822604,201701
LEVE3,ODPV3,0.646888855532766,201701
CYRE3,OFSA3,0.445772256113781,201701
HBOR3,OFSA3,0.493218545688107,201701
BMEB4,OIBR3,0.807580282041117,201701
BOBR4,OIBR3,0.807580282041117,201701
BPAN4,OIBR3,0.807580282041117,201701
BRAP3,OIBR3,0.493624523304511,201701
BRIV3,OIBR3,0.800717263700844,201701
CAMB4,OIBR3,0.470784814807788,201701
CEBR3,OIBR3,0.631952356053608,201701
CEBR5,OIBR3,0.807579688341602,201701
CESP3,OIBR3,0.800454459870071,201701
GPCP3,OIBR3,0.57377096290345,201701
GRND3,OIBR3,0.491291313579672,201701
GUAR4,OIBR3,0.779223619085026,201701
HBOR3,OIBR3,0.402134514095944,201701
ITUB3,OIBR3,0.735778071346398,201701
BRAP3,OIBR4,0.916232467690937,201701
BRML3,OIBR4,0.470031648238799,201701
CAMB4,OIBR4,0.873904228689599,201701
CYRE3,OIBR4,0.638348493759411,201701
HBOR3,OIBR4,0.746239702999813,201701
LAME3,OIBR4,0.471981837298245,201701
OIBR3,OIBR4,0.53872427601357,201701
BRGE3,OSXB3,0.935886866564924,201701
CCPR3,OSXB3,0.509377491120824,201701
CCXC3,OSXB3,1,201701
CGRA3,OSXB3,0.934806838739011,201701
CRIV3,OSXB3,0.935886866564924,201701
CTNM4,OSXB3,0.935083626685485,201701
JOPA3,OSXB3,0.935886866564925,201701
LLIS3,OSXB3,1,201701
LUPA3,OSXB3,0.837225604278392,201701
MGEL4,OSXB3,0.935886866564925,201701
AALR3,PARC3,0.644898099106269,201701
ALPA3,PARC3,0.984506990810736,201701
CGAS3,PARC3,0.8608457931562,201701
ENGI11,PARC3,0.478922236194546,201701
ENGI4,PARC3,0.984523493752713,201701
ENMT3,PARC3,0.979804573305059,201701
ENMT4,PARC3,0.983772789855161,201701
GUAR3,PARC3,0.7390563102722,201701
