sinal,horizonte,r2_oos_pct,p_full
CIO peer momentum,1,0.148024340706443,2.676262655737e-08
CIO peer momentum,3,0.117746898592119,2.05161471985277e-15
CIO peer momentum,6,-0.421118779674412,2.06511219429298e-10
CIO peer momentum,12,-2.9835076172098,5.33514250766888e-15
