sinal,horizonte,r2_oos_pct,p_full
Stock IQ,1,2.27642943273487e-05,0.7994061175207
Stock IQ,2,-0.0047648997520966,0.823650378217159
Stock IQ,3,-0.00236345692210538,0.772550885520555
Stock IQ,4,0.012150753666107,0.202946998506269
Stock IQ,6,0.00136243027086813,0.791698856959341
Stock IQ,12,-2.54534968213704e-05,0.893695617501724
