ticker,ym,n_fundos,n_fundos_com_churn,frag_laum_medio,frag_flow_medio,frag_cotistas_medio,frag_exit_rate_medio
EUCA4,202305,3010,0,19.2768519786117,-0.0344586442628042,4.3362871718296,
CMIG4,202305,12519,0,21.4466319968007,-0.0105613146124374,2.40714275164483,
IGTI11,202305,5369,0,20.0319623668512,-0.0156655187141213,2.91989097918747,
STBP3,202306,7857,7690,20.8108120089339,-0.0103624792086364,2.67479130410029,0.0756451939904336
VIVA3,202306,8820,8643,20.0338532311614,-0.0218845036111621,2.94802671564561,0.0875497834395298
SUZB3,202306,8542,8377,20.7238583653821,-0.0143119930875311,2.73558576961639,0.102716084564578
SOMA3,202306,9703,9520,20.4403104863922,-0.0224422704275683,2.84126908450103,0.0936577410464209
RENT3,202306,10057,9848,20.3701497870169,-0.0220135247223679,2.86891553555125,0.0786507533638951
RAIL3,202306,10020,9819,20.2403069808897,-0.0218956730754908,2.96746926073483,0.0981234287519102
OPCT3,202306,3152,3108,19.0538216381709,-0.00679751856082796,2.82663086905309,0.0662014424603502
GMAT3,202306,7358,7233,20.6970259452474,-0.015316788336954,2.95428226482497,0.100945272991185
GGPS3,202306,8638,8464,20.2084630717334,-0.0239564420364218,2.771534217798,0.083088022634566
EQTL3,202306,10582,10334,20.5249724127028,-0.0194322574506237,2.71013898696139,0.0755575658553516
CVCB3,202306,7415,7278,20.5112606761924,-0.0215549462760937,2.48730467575825,0.164542184385864
CSAN3,202306,8465,8280,20.4987600115859,-0.0193017938355189,2.932546519157,0.0684989786417349
ARML3,202306,2162,2131,21.930084886406,-0.00771406393593642,2.38506114810764,0.0705058583029395
AMER3,202306,2766,2700,20.2916478932116,-0.0079983282365647,2.49464328835229,0.0512709610546069
ALSO3,202306,9679,9482,20.2480976005886,-0.0154773301589965,3.01034113403889,0.0908859978449587
TFCO4,202306,3534,3477,19.4806230007588,-0.0238629290125201,3.11025975085742,0.0875165828326639
PETR4,202306,12647,12367,21.002354217137,-0.0160900708855354,2.83562185672851,0.0766500427680057
UCAS3,202306,82,78,20.7237770497137,-0.0214120001351333,2.11076712987996,0.0330983787001709
CEBR3,202306,248,240,20.68728631425,-0.0125730493458224,3.15346374417151,0.0220390150361618
ITSA4,202306,15041,14772,20.0821863048059,-0.0237902483026715,2.89816896098927,0.0710512226369969
CLSC4,202306,3091,3033,21.6516017344347,-0.0171033730559629,2.02098590637021,0.0321139645969715
CEBR6,202306,277,268,20.8743800455993,-0.00366293242486098,2.9585745791436,0.0282721323335239
CPLE11,202306,3916,3843,21.0593624589819,-0.0123648336336121,2.58055323626245,0.0570395940508494
ALUP11,202306,1934,1887,21.2515661951191,-0.00318716320315043,2.57052360033353,0.113129012008284
CLSC3,202306,12,12,22.2850198315582,-0.0258140809317862,2.09981027527126,0.0432428275009607
CPFE3,202306,7533,7408,20.0389334616656,-0.0139654544602291,3.16798589098345,0.101660792274874
EQPA3,202306,2033,2005,20.3261540841165,-0.0113637559518265,2.9790848825846,0.0877535226189466
CEBR5,202306,242,235,20.0909757837118,-0.0163737330947837,3.23740606028969,0.0236169560469532
RECV3,202306,8349,8183,20.3491336570347,-0.0213628951340106,2.79408778014619,0.0743635243441998
PORT3,202306,2745,2707,20.3657584525123,-0.00915984769879887,2.63335112382545,0.0365651611803906
FIQE3,202306,3251,3188,19.9310996648385,-0.0145546154094399,1.58958176078865,0.0517273906974735
VIVT3,202306,2580,2536,20.0270992623722,-0.0189919192054588,3.00208171566644,0.0539271816854614
VBBR3,202306,9778,9609,20.4932494663164,-0.0205658089679253,2.83917266436204,0.0931639124996964
SMFT3,202306,8669,8507,20.0975755943473,-0.0195508404900667,2.86911011604442,0.0845871472056853
SCAR3,202306,2710,2658,20.1032091085337,0.00624243640223259,1.98219747071557,0.0575887075451261
PRIO3,202306,10475,10289,20.1529753801354,-0.0244808753175572,2.98456906928358,0.0923561387731141
PETZ3,202306,5682,5569,20.2155834948358,-0.0181121606351634,3.07701712691314,0.070665384722997
ONCO3,202306,7433,7293,20.0205520191968,-0.028513368204486,3.00126705919678,0.130877011670191
NTCO3,202306,9047,8875,20.4987323355989,-0.0138415884028317,2.8527619008662,0.0844184434062831
