h,n_meses,sharpe,media_pct_mes,t,p
1,62,0.726704403417546,0.854108170826876,1.6518211156347,0.103710146095888
3,60,0.306146480598447,0.428326853401589,0.684564341690448,0.4962993131779
6,58,0.292202652805872,0.363473064730591,0.642402952320022,0.523187130643295
