horizonte,r2_oos_pct,coef_interacao,p_interacao_full
1,0.0468423786759598,-0.012003116226935,0.111184556983808
3,-0.00108391994295687,-0.0174980716713512,0.03701897631508
6,0.0410304751103818,0.00149287498179107,0.866249221934746
12,-0.156221045276417,0.0210747094826836,0.0218581033948507
