tag,horizonte,n_meses_fm,spread_pct,t_fm,p_fm
R1_top3_refit6m,1,24,0.754455281385724,0.913484125094165,0.370465010326517
R1_top3_refit6m,3,22,-0.558270514886801,-0.709643672429379,0.485730720651053
R1_top3_refit6m,6,19,0.942093694189029,1.19272694618986,0.248462436689116
R2_completo_refit3m,1,24,0.592397717311224,0.793215684785178,0.435759153882036
R2_completo_refit3m,3,22,-0.979227430464556,-1.18026361141026,0.251092389983377
R2_completo_refit3m,6,19,1.05150290064246,1.02337947104693,0.319686318083593
