ticker,ym,hhi_posse,n_fundos,hhi_prev1,hhi_prev3,hhi_prev6,delta_hhi_1m,delta_hhi_3m,delta_hhi_6m,delta_hhi_3m_pct,delta_hhi_6m_pct
AALR3,201806,0.064980825047906,515,0.0808838192958308,0.0888513582775742,0.048447963385641,-0.0159029942479248,-0.0238705332296681,0.0165328616622651,-0.268656930995877,0.341249879394622
AALR3,201807,0.0705684412816149,512,0.064980825047906,0.0826976648202803,0.0782314840589665,0.00558761623370886,-0.0121292235386654,-0.00766304277735162,-0.146669480511025,-0.0979534374111534
AALR3,201808,0.0569706505897632,514,0.0705684412816149,0.0808838192958308,0.117164964378317,-0.0135977906918517,-0.0239131687060676,-0.0601943137885541,-0.295648362234302,-0.513756941829393
AALR3,201809,0.0560423791488497,489,0.0569706505897632,0.064980825047906,0.0888513582775742,-0.00092827144091355,-0.00893844589905638,-0.0328089791287245,-0.137555130955427,-0.369256922626082
AALR3,201810,0.0653156033492679,508,0.0560423791488497,0.0705684412816149,0.0826976648202803,0.00927322420041826,-0.00525283793234699,-0.0173820614710124,-0.0744360770473118,-0.210188056806529
AALR3,201811,0.0740969518283205,494,0.0653156033492679,0.0569706505897632,0.0808838192958308,0.0087813484790526,0.0171263012385573,-0.00678686746751034,0.300616213107362,-0.0839088401932099
AALR3,201812,0.0610641986158157,490,0.0740969518283205,0.0560423791488497,0.064980825047906,-0.0130327532125048,0.00502181946696603,-0.00391662643209036,0.0896075352837533,-0.060273571922223
AALR3,201901,0.066540682869194,467,0.0610641986158157,0.0653156033492679,0.0705684412816149,0.00547648425337832,0.00122507951992609,-0.0040277584124209,0.0187563071778594,-0.0570759157956666
AALR3,201902,0.0586816964306345,477,0.066540682869194,0.0740969518283205,0.0569706505897632,-0.00785898643855949,-0.015415255397686,0.00171104584087131,-0.208041694257579,0.0300338125536302
AALR3,201903,0.0545305250859002,500,0.0586816964306345,0.0610641986158157,0.0560423791488497,-0.00415117134473429,-0.00653367352991545,-0.00151185406294942,-0.106996794816255,-0.0269769785992474
