sinal,horizonte,n_meses,spread_medio_pp,t_fm,p_fm
Lideres ponderados por skill,1,23,-1.00993343971295,-1.06746055678693,0.297338144078258
Lideres ponderados por skill,3,23,0.757246555079187,1.07727951326496,0.293026910181364
Lideres ponderados por skill,6,23,0.919972984946647,1.28938820772424,0.210655057331523
Lideres top-quintil skill,1,23,-1.68274736422639,-1.94202756014862,0.0650459422285055
Lideres top-quintil skill,3,23,0.70212982090102,0.829230815821101,0.415880788108733
Lideres top-quintil skill,6,23,-0.538182481136337,-0.787982706087488,0.439115145085302
