ticker,ym,retorno,pred,media_ingenua,refit_em,melhor_iter,quintil
AALR3,202001,-0.103235032291769,0.047005508095026,0.0237671959122352,202001,103,5
ABCB4,202001,-0.0796869024462824,0.0370184443891048,0.0237671959122352,202001,103,3
ABEV3,202001,-0.185434175431488,0.031133983284235,0.0237671959122352,202001,103,1
AGRO3,202001,-0.049820318613819,0.0452376194298267,0.0237671959122352,202001,103,5
ALPA3,202001,-0.0651481668604964,0.0427951514720917,0.0237671959122352,202001,103,5
ALPA4,202001,-0.118618734659602,0.0376365780830383,0.0237671959122352,202001,103,4
ALUP11,202001,-0.0767945970437005,0.0360182672739029,0.0237671959122352,202001,103,3
AMAR3,202001,0.0231170640546279,0.0373245216906071,0.0237671959122352,202001,103,4
ANIM3,202001,-0.0246544774234175,0.0376365780830383,0.0237671959122352,202001,103,4
APER3,202001,-0.0821052631578947,0.0390703938901424,0.0237671959122352,202001,103,4
ARZZ3,202001,-0.00331674958540629,0.0244437642395496,0.0237671959122352,202001,103,1
AZEV4,202001,-0.272340426880868,0.0603017546236515,0.0237671959122352,202001,103,5
AZUL4,202001,-0.250084373945326,0.0362686365842819,0.0237671959122352,202001,103,3
B3SA3,202001,-0.00414967543738831,0.0366701185703278,0.0237671959122352,202001,103,3
BBAS3,202001,-0.0259250070133232,0.0258931983262301,0.0237671959122352,202001,103,1
BBDC3,202001,-0.127364602495334,0.0269694179296494,0.0237671959122352,202001,103,1
BBDC4,202001,-0.0693755674293668,0.0247470624744892,0.0237671959122352,202001,103,1
BBRK3,202001,-0.200845665961945,0.0335259325802326,0.0237671959122352,202001,103,2
BBSE3,202001,-0.0347134326428495,0.0251962393522263,0.0237671959122352,202001,103,1
BEEF11,202001,0.0140405616224648,0.0329688601195812,0.0237671959122352,202001,103,2
BEEF3,202001,-0.0259847160467256,0.0350069217383862,0.0237671959122352,202001,103,2
BIDI4,202001,-0.0407268170426065,0.0350815877318382,0.0237671959122352,202001,103,2
BKBR3,202001,-0.104523227383863,0.0316507630050182,0.0237671959122352,202001,103,2
BPAC11,202001,-0.113908632148392,0.0352145656943321,0.0237671959122352,202001,103,2
BPAN4,202001,-0.0740740740740742,0.0330794714391232,0.0237671959122352,202001,103,2
BRAP3,202001,-0.10828586486467,0.0423778891563416,0.0237671959122352,202001,103,5
BRAP4,202001,-0.0978115296333158,0.0327265039086342,0.0237671959122352,202001,103,2
BRDT3,202001,-0.09375,0.0317567400634289,0.0237671959122352,202001,103,2
BRFS3,202001,-0.114893617021277,0.0272699613124132,0.0237671959122352,202001,103,1
BRGE3,202001,-0.212268743914314,0.0493451319634914,0.0237671959122352,202001,103,5
BRIV3,202001,-0.0806818181818183,0.0435873828828335,0.0237671959122352,202001,103,5
BRKM5,202001,-0.14770206722702,0.0316507630050182,0.0237671959122352,202001,103,2
BRML3,202001,-0.11195652173913,0.0360182672739029,0.0237671959122352,202001,103,3
BRPR3,202001,-0.114964725934235,0.0376365780830383,0.0237671959122352,202001,103,4
