ticker,hhi_posse,n_fundos,ret_evento,ret_pos3,n_meses_pos3,vol_pos6,n_meses_pos6,evento,mes_evento_num
BRPR3,0.0354356356322264,457,-0.124403321141946,0.20261436976898,3,0.114212469202585,6,Greve caminhoneiros (mai/2018),201805
BRSR3,0.105752237628369,142,-0.148359805356946,0.141996285909764,3,0.0607034865845983,6,Greve caminhoneiros (mai/2018),201805
BRSR6,0.045628128198946,685,-0.17098135570394,-0.0950941076041509,3,0.154647819072778,6,Greve caminhoneiros (mai/2018),201805
BTOW3,0.0114614884343476,746,-0.122837370242214,0.0422090729783038,3,0.100570462053472,6,Greve caminhoneiros (mai/2018),201805
CAMB4,0.27958349168932,25,-0.0223463687150838,0.00571428571428578,3,0.0896730424704079,6,Greve caminhoneiros (mai/2018),201805
CAML3,0.0428468240606513,514,-0.0222222420124599,-0.124992910244314,3,0.128376310201873,6,Greve caminhoneiros (mai/2018),201805
CARD3,0.383174464309131,144,-0.331034482758621,0.00147275405007363,3,0.123408958782415,6,Greve caminhoneiros (mai/2018),201805
CCPR3,0.095387823731303,140,-0.0191304347826088,-0.202127659574468,3,0.0459123976336763,6,Greve caminhoneiros (mai/2018),201805
CCRO3,0.0197463562896909,876,-0.138795986622074,-0.0912621359223299,3,0.161745500495162,6,Greve caminhoneiros (mai/2018),201805
CELP3,0.115252823140375,71,-0.116161616161616,0.0228571428571429,3,0.168576971421548,6,Greve caminhoneiros (mai/2018),201805
CESP3,0.322042012102132,101,-0.0464285714285715,0.0411985018726593,3,0.121686179024649,6,Greve caminhoneiros (mai/2018),201805
CESP6,0.0216446251738355,750,-0.0581196581196581,0.0102843315184511,3,0.157410969978121,6,Greve caminhoneiros (mai/2018),201805
CGAS3,0.107595109766329,147,-0.0252087416640053,-0.0666209662733126,3,0.104143953837484,6,Greve caminhoneiros (mai/2018),201805
CGAS5,0.110669111311236,404,-0.0336701778261738,-0.0870400626546283,3,0.100261395104244,6,Greve caminhoneiros (mai/2018),201805
CGRA4,0.716940319196713,139,-0.100824873810849,-0.0633598703512899,3,0.0605184855713087,6,Greve caminhoneiros (mai/2018),201805
